actor_name,numfacebooklikes
Tamar Novas,93.0
Paul Brannigan,50.0
Alison Chand,21.0
Stephanie Danielson,391.0
Sean Kingston,69.0
Boys II Men,41.0
Fredro Starr,237.0
Tuesday Knight,130.0
Rodney Eastman,125.0
Brooke Bundy,54.0
Brighton Sharbino,3000.0
Patrick Wayne,439.0
Andrew Keegan,835.0
Gene Simmons,301.0
Sedona Legge,2.0
Antonio Sabato Jr.,459.0
Charlotte Sullivan,388.0
Jenny Agutter,659.0
Greg Germann,435.0
Kate del Castillo,345.0
Henry Simmons,334.0
Elina Alminas,149.0
Sonoya Mizuno,145.0
Corey Johnson,123.0
Orson Bean,216.0
Teo Halm,803.0
Ella Wahlestedt,587.0
Jason Gray-Stanford,140.0
Rolando Molina,525.0
Yuki Matsuzaki,378.0
Kazunari Ninomiya,85.0
Shidô Nakamura,78.0
Justin Chon,552.0
Josie Loren,528.0
Sarah Wright,499.0
Catalina Sandino Moreno,280.0
Kathryn Morris,573.0
Sarita Choudhury,257.0
Daniel Auteuil,370.0
Yves Jacques,8.0
Meghan Heffern,153.0
Natalie Lisinska,73.0
Paul Mazursky,150.0
Ezra Miller,3000.0
Ian Gomez,155.0
Thomas Ian Griffith,147.0
John Boyega,1000.0
Luke Treadaway,305.0
Jelena Jovanova,306.0
Nikola Djuricko,164.0
Branko Djuric,116.0
Tara Platt,461.0
Dean Dawson,81.0
Jung-jae Lee,29.0
Steve Irwin,477.0
Dameon Clarke,170.0
Louis Herthum,157.0
Annie Golden,113.0
Everett McGill,201.0
Gary Schwartz,91.0
Gabriel Millman,13000.0
Rob Morrow,355.0
Hannah Murray,1000.0
Jude Ciccolella,99.0
Julian Morris,1000.0
Margo Harshman,668.0
Mary Astor,185.0
Ronald Colman,135.0
Richard Johnson,77.0
Sheila Hancock,32.0
Cara Horgan,18.0
Björk,322.0
Vincent Gallo,787.0
Christian Campbell,168.0
Gabriel Damon,320.0
Bill Erwin,191.0
Min-sik Choi,717.0
Bin Won,517.0
Lee J. Cobb,259.0
Robert Shaw,559.0
Lambert Wilson,186.0
Charlotte Lewis,148.0
Ally Sheedy,793.0
Alex Veadov,93.0
Jason Cottle,17.0
Rorke Denver,11.0
Josh Henderson,920.0
Sid Haig,1000.0
Ashley Hinshaw,371.0
Amy Irving,194.0
Steven Hill,122.0
Britney Spears,1000.0
Katherine Boecher,188.0
Dave Allen,135.0
Kirby Bliss Blanton,329.0
Oliver Cooper,281.0
Bill Hickman,78.0
Jerry Nelson,94.0
Lexie Contursi,28.0
Ashley Ashida Dixon,9.0
Anthony Burrell,8.0
Nat Wolff,733.0
Talia Shire,452.0
Richard Dysart,122.0
Robert Foxworth,79.0
Kathryn Erbe,301.0
Lusia Strus,282.0
Mare Winningham,482.0
Peter Hermann,322.0
Tammin Sursok,836.0
Joanna 'JoJo' Levesque,826.0
Dichen Lachman,717.0
Meg Crosbie,376.0
Lark Voorhies,324.0
Bill Irwin,471.0
John Colicos,85.0
Martin Semmelrogge,21.0
Herbert Grönemeyer,18.0
Tom Hughes,565.0
Zhengyong Zhang,4.0
Gary Weeks,452.0
Jonny Weston,328.0
Sofia Black-D'Elia,265.0
Veronika Dash,223.0
Tammy Blanchard,192.0
Sherman Hemsley,654.0
Aleksa Palladino,255.0
Greg Mottola,99.0
Jill Clayburgh,433.0
Kelly Clarkson,281.0
Brian Dietzen,251.0
Nick Damici,65.0
Susan Gardner,48.0
Samantha Ivers,103.0
Doona Bae,629.0
Ah-sung Ko,74.0
Paul Gleason,212.0
Toni Servillo,211.0
Sabrina Ferilli,98.0
Serena Grandi,70.0
Michael Harding,165.0
Jake Richardson,77.0
Mia Wasikowska,3000.0
Harmony Korine,520.0
David Richmond-Peck,60.0
Erin Boyes,46.0
Timothy Webber,18.0
Eamonn Walker,706.0
Alicja Bachleda,289.0
James Shigeta,403.0
Andy Davoli,146.0
Marcell Nagy,9.0
Péter Fancsikai,2.0
Bálint Péntek,0.0
Ni Yan,4.0
Dahong Ni,3.0
Yuanyuan Gao,32.0
Ryu Kohata,3.0
Rebecca Black,188.0
Meisa Kuroki,33.0
Hiroyuki Ikeuchi,16.0
Kenneth Cranham,111.0
Ana Imnadze,18.0
Rachael Carpani,181.0
Michael Dorman,168.0
Emma Lung,42.0
Kelly LeBrock,445.0
Alexandra Callas,247.0
Connor Corum,116.0
Gary Daniels,551.0
Matt Marr,85.0
Ginger Jensen,84.0
Denise Crosby,426.0
Tatsuo Matsumura,15.0
Tetsu Watanabe,6.0
Akira Terao,4.0
Wei Tang,215.0
Hailu Qin,2.0
Harry Carey Jr.,281.0
Zach Galligan,233.0
Peter Cushing,1000.0
Jason Mantzoukas,411.0
Klaus Kinski,396.0
Wagner Moura,585.0
Selton Mello,68.0
Daniel Zettel,14.0
Jack McGee,238.0
Lane Smith,633.0
Zoe Ventoura,84.0
Christopher Sommers,32.0
John Enos III,465.0
Lauren German,683.0
Robert Prosky,191.0
Eric Mabius,637.0
Shawnee Smith,651.0
George Newbern,647.0
Sid Caesar,898.0
Alicia Keys,551.0
Peter Berg,532.0
Steven Bauer,636.0
Gabrielle Carteris,330.0
Louise Fletcher,425.0
Bud Cort,394.0
Fiona Glascott,55.0
Eva Birthistle,54.0
Hardy Krüger,111.0
Sheridan Smith,156.0
Pauline Collins,123.0
Patricia Tallman,901.0
Jim Rash,424.0
Kevin Tighe,472.0
Alan Van Sprang,147.0
Scott Handy,109.0
Jimi Mistry,183.0
Alex Karpovsky,272.0
Wayne Pygram,163.0
Lisa Pelikan,40.0
Samantha Eggar,104.0
Phyllida Law,60.0
David Kennedy,35.0
Angus Barnett,22.0
Geoff Bell,405.0
Scott Patterson,357.0
John Cassavetes,917.0
Britt Ekland,199.0
Lina Esco,79.0
Alix Freihage,19.0
John Howard,172.0
Deborra-Lee Furness,71.0
Max Cullen,48.0
Shah Rukh Khan,8000.0
John Abraham,1000.0
Preity Zinta,860.0
Tom Cullen,507.0
Francesc Pagès,132.0
Keir Dullea,273.0
Gary Lockwood,117.0
Glenn Beck,73.0
Dee Wallace,725.0
Raoul Max Trujillo,194.0
Kelli Williams,446.0
Arjun Rampal,564.0
Boman Irani,154.0
Riteish Deshmukh,119.0
Taylor Handley,362.0
Santiago Cabrera,639.0
Karin Viard,68.0
Eric Elmosnino,29.0
François Damiens,24.0
Glen Powell,571.0
Leigh Whannell,482.0
Clare Kramer,229.0
Richard Beymer,249.0
Eddie Albert,196.0
Ted Raimi,634.0
Frances Bay,491.0
Patricia Belcher,322.0
Al Leong,730.0
Ron Moody,275.0
Jack Wild,139.0
Andrew Lawrence,563.0
Dabney Coleman,345.0
Tina Turner,794.0
Angelo Rossitto,60.0
Vernon Wells,745.0
Stephanie Lemelin,130.0
Hayley Kiyoko,542.0
Vanity,841.0
Jeff Fahey,535.0
Austin O'Brien,211.0
Sal Lopez,73.0
Shiri Appleby,855.0
Tom Waits,699.0
Isiah Whitlock Jr.,190.0
Herbert Lom,278.0
Laila Haley,1000.0
Jaden Klein,220.0
Johnny Whitworth,448.0
Richard Lynch,324.0
Eddie Jones,53.0
Tina Desai,220.0
Ronald Pickup,111.0
Charlie Murphy,203.0
Steve Oedekerk,176.0
Simon Rhee,67.0
Jennifer Tung,39.0
Reba McEntire,651.0
Michael Gross,536.0
Lindy Booth,683.0
Byron Mann,258.0
Carlos Alazraqui,307.0
Harry Styles,773.0
Zayn Malik,734.0
Niall Horan,547.0
Chase Ellison,772.0
Chad Allen,232.0
Jack Guzman,30.0
Jasper Cole,1000.0
Rob Huebel,172.0
Johanna Braddy,581.0
Lee Tergesen,444.0
Johannes Silberschneider,24.0
Clotilde Mollet,3.0
Carlo Cecchi,2.0
Iddo Goldberg,269.0
India de Beaufort,231.0
Jillian Estell,664.0
Toby Huss,342.0
François Chau,294.0
Evan Ross,616.0
Flavio Parenti,144.0
Waris Ahluwalia,110.0
Alba Rohrwacher,72.0
Lesley Ann Warren,296.0
Dennis Burkley,311.0
Tim DeKay,436.0
Gillian White,1000.0
Eoin Macken,533.0
Stephanie Vogt,35.0
Gen Seto,4.0
Maria Dizzia,139.0
Dree Hemingway,64.0
Eddie 'Piolin' Sotelo,252.0
Robert Peters,221.0
Naseeruddin Shah,307.0
Rekha,200.0
Sharat Saxena,45.0
Scott A. Martin,414.0
Carol Sutton,251.0
Robert Pralgo,688.0
Norah Jones,329.0
Adriane Lenox,20.0
George DiCenzo,54.0
Sergej Trifunovic,175.0
Karen Mok,83.0
Cheryl Tiegs,96.0
Anna Vareschi,0.0
Michel Serrault,28.0
Numan Acar,374.0
Claire Foy,362.0
Haluk Bilginer,241.0
Aitana Sánchez-Gijón,130.0
Romane Bohringer,34.0
Lubna Azabal,131.0
Kip Pardue,374.0
Larry Fessenden,83.0
Danny Dyer,798.0
Laura Harris,345.0
Dulé Hill,922.0
Kerry Cahill,146.0
Lee Norris,553.0
Jorge Luis Moreno,78.0
Andrés Montiel,61.0
William Miller,36.0
Jared Gilman,545.0
Harvey Weinstein,474.0
Sandra Echeverría,422.0
Nicholas Hamilton,147.0
Reef Ireland,52.0
Sean Keenan,51.0
Glenn Plummer,240.0
Drew Fuller,906.0
Drew Waters,848.0
Leonor Watling,161.0
Danny Sapani,102.0
Damian Walshe-Howling,122.0
Gyton Grantley,109.0
Adrienne Pickering,72.0
Teryl Rothery,298.0
Craig Fairbrass,258.0
Adrian Holmes,126.0
Shane Pollard,485.0
Mishael Morgan,152.0
Chase Armitage,111.0
Michael McElhatton,415.0
Amanda Troop,196.0
Veronica Ferres,30000.0
Ingvar Eggert Sigurðsson,63.0
Charlotte Bøving,10.0
Sigríður María Egilsdóttir,5.0
Sendhil Ramamurthy,1000.0
Shabana Azmi,95.0
Jesse Moss,136.0
John Light,46.0
Luke Perry,608.0
Dal-su Oh,7.0
Victor Rivers,228.0
Enrique Murciano,195.0
Akon,262.0
Burt Kwouk,462.0
Emmanuelle Riva,432.0
Jean-Louis Trintignant,319.0
Jesse Garcia,200.0
Spencer Tracy,760.0
Carmen Maura,148.0
Antonio de la Torre,82.0
John Vernon,187.0
Joe Flaherty,176.0
Don Francks,123.0
Jizelle Jade,33000.0
Michaela McManus,476.0
Luisa D'Oliveira,129.0
Bárbara Mori,594.0
Steven Michael Quezada,412.0
Luke Ford,110.0
Katrina Kaif,3000.0
Vic Waghorn,1000.0
Bolaji Badejo,513.0
Edwin Neal,371.0
Marilyn Burns,177.0
Rosalind Harris,51.0
Earl Cameron,189.0
Shanley Caswell,383.0
Parker Bagley,123.0
Alessandro Preziosi,26.0
Lunetta Savino,16.0
Jarrod Bunch,862.0
Catherine Hicks,311.0
Alex Vincent,189.0
Dinah Manoff,118.0
Tucker Albrizzi,203.0
Bill Clinton,184.0
Roberta Valderrama,908.0
Don Ameche,392.0
Denholm Elliott,249.0
Ralph Bellamy,199.0
Patrick Cranshaw,127.0
Danny Webb,130.0
Gbenga Akinnagbe,338.0
Kristin Lehman,187.0
Nicky Katt,127.0
Dylan Kussman,35.0
Chris Young,219.0
John Carradine,300.0
Robert Urich,297.0
Carly Schroeder,261.0
Janet McTeer,277.0
Jung-min Hwang,45.0
Jun Kunimura,5.0
Woo-hee Chun,0.0
Heather Morris,892.0
Kevin McHale,748.0
Chatchai Plengpanich,6.0
Mai Charoenpura,6.0
Julie Engelbrecht,41.0
Lionel Abelanski,5.0
Gary McDonald,25.0
Q'orianka Kilcher,679.0
Jacqueline McKenzie,185.0
Vince Colosimo,62.0
Peter Callan,18.0
Lars Mikkelsen,573.0
Thure Lindhardt,197.0
Perrey Reeves,230.0
John Henshaw,35.0
Ronit Elkabetz,168.0
Émilie Dequenne,98.0
David Gulpilil,93.0
Steven Waddington,212.0
Harrison Gilbertson,174.0
Steve Le Marquand,59.0
Maïwenn,236.0
Celina Jade,305.0
Debrianna Mansini,175.0
Frederic Forrest,236.0
Alan Bates,122.0
David Hemmings,178.0
Milo O'Shea,170.0
Bjørn Sundquist,35.0
Louisa Milwood-Haigh,6.0
Stian Smestad,3.0
Molly Hagan,133.0
Max Beesley,218.0
Valarie Pettiford,202.0
Brad James,559.0
Yu-mi Jeong,28.0
Sung-kee Ahn,15.0
Samuel Roukin,179.0
Jimmy Shergill,327.0
Christopher B. Duncan,81.0
Casey Siemaszko,107.0
Vanessa Martinez,39.0
Clive Standen,687.0
Padraic Delaney,97.0
Orla Fitzgerald,8.0
Martin Lucey,6.0
Ranbir Kapoor,964.0
Madhuri Dixit,551.0
Aditya Roy Kapoor,417.0
Peter Ustinov,440.0
Deborah Kerr,426.0
Robert Taylor,346.0
Necati Sasmaz,205.0
Bergüzar Korel,197.0
Ghassan Massoud,173.0
Jim Henson,985.0
James Huang,85.0
Lindsay Price,499.0
Eleanor Parker,354.0
Angela Cartwright,209.0
Nicholas Hammond,195.0
Howard Morris,161.0
Patrick Cronin,51.0
Steven Christopher Parker,150.0
Jill Talley,27.0
Frances Lee McCain,107.0
Noah Huntley,133.0
Megan Burns,32.0
David Schneider,27.0
Jennifer Freeman,389.0
Marques Houston,363.0
Steve Harvey,360.0
James Kyson,449.0
David Denman,332.0
Daisy Betts,297.0
Mackenzie Davis,363.0
Lola Glaudini,342.0
Josh Pais,117.0
Tina Gilton,861.0
Natalie Stephany Aguilar,163.0
Justin Hall,102.0
Telly Savalas,803.0
George Lazenby,314.0
Heather Langenkamp,449.0
Tracy Middendorf,112.0
Keri Lynn Pratt,292.0
Sean Michael Afable,801.0
Richard Howland,290.0
Sarain Boylan,50.0
Omar Metwally,277.0
Diego Velazquez,86.0
Christopher Nicholas Smith,434.0
Michaela Watkins,216.0
Fred Armisen,424.0
Mark Feuerstein,417.0
Samuel West,136.0
David Thewlis,0.0
Emmanuelle Béart,569.0
Vernee Watson,112.0
Kevin Rahm,168.0
Robbie Kay,629.0
Gina McKee,291.0
Laurel Holloman,273.0
Amy Locane,200.0
Marina Sirtis,649.0
Sean Lennon,61.0
Mick Lally,5.0
Evan McGuire,4.0
Karen Pittman,12.0
Mary Catherine Garrison,7.0
Tony Devon,257.0
Alexa Havins,209.0
Alexia Fast,553.0
Kesun Loder,33.0
Larry Drake,513.0
Chris Owen,526.0
Ian Tracey,144.0
Zen McGrath,63.0
William Shimell,47.0
Mitsuo Iwata,6.0
Takeshi Kusao,5.0
Tesshô Genda,4.0
Roy Dupuis,265.0
Julie LeBreton,23.0
Rachel Ann Mullins,31000.0
Grant Bowler,600.0
Leehom Wang,163.0
Ruby Lin,20.0
Jack Kao,11.0
Darren Boyd,112.0
Mckenna Grace,502.0
Lucy Fry,206.0
Natalie Coughlin,189.0
Jean-Claude Lecas,15.0
Mark Wingett,524.0
Kacey Clarke,376.0
Anna Katarina,26.0
Scott Takeda,981.0
Helena Mattsson,505.0
Craig Sheffer,391.0
Jessica Tandy,509.0
Patti LuPone,325.0
Françoise Yip,186.0
Anita Mui,147.0
Garvin Cross,36.0
Reda Kateb,154.0
Ángela Molina,40.0
Todd Louiso,88.0
Stanislav Ianevski,658.0
Ellie Kendrick,221.0
Nastassja Kinski,518.0
Molly Parker,611.0
Richard Bull,742.0
Eric Johnson,373.0
Roschdy Zem,59.0
Natalie Mendoza,158.0
Nathin Butler,65.0
Razaaq Adoti,36.0
Saif Ali Khan,532.0
Mary Goggin,249.0
Vic Aviles,60.0
Danielle Darrieux,106.0
Max Riemelt,287.0
Elyas M'Barek,150.0
Jennifer Ulrich,93.0
Charles Baker,500.0
George Coe,488.0
Ayla Kell,440.0
Aki Aleong,284.0
Brahim Achabbakhe,96.0
Jill St. John,175.0
Cynthia Rhodes,174.0
Lee Ving,92.0
Ian Mune,18.0
Geneviève Lemon,11.0
Emma Caulfield,970.0
Angus Sampson,82.0
Clifton James,189.0
Cody Linley,430.0
Sakina Jaffrey,109.0
Paulina Gerzon,61.0
Michael J. Burg,68.0
Kwesi Ameyaw,27.0
Hervé Villechaize,387.0
MyAnna Buring,513.0
Shauna Macdonald,239.0
Craig Conway,159.0
Bob Costas,69.0
Allison Miller,479.0
Vanessa Ray,270.0
Mary Tyler Moore,524.0
Ken Foree,649.0
Rick Fox,256.0
Matthew McGrory,340.0
Erin Daniels,303.0
Bernard Fox,246.0
Elizabeth MacRae,29.0
Charles Aidman,23.0
Fred Melamed,105.0
Peter Breitmayer,98.0
Darryl Stephens,658.0
Teddy Sears,343.0
Irvin Kershner,883.0
Barbara Hershey,618.0
Jonathan Brandis,761.0
George Wendt,412.0
Anupam Kher,397.0
Roy Billing,116.0
Deborah Mailman,46.0
Lil' Wayne,442.0
Michael J. Pollard,206.0
Alastair Duncan,38.0
Nathaniel Lees,43.0
Miriama Smith,35.0
Randy Couture,518.0
Katie Aselton,224.0
Cheryl Ladd,476.0
Ashley Gerasimovich,77.0
Samantha Barks,2000.0
Jennifer Butler,455.0
Rick Rossovich,172.0
Terence Hill,750.0
Jack O'Halloran,375.0
Valérie Lemercier,39.0
Nathalie Fay,227.0
Erin Wasson,106.0
Susie Abromeit,216.0
Derek Wayne Johnson,184.0
Richard Graham,13.0
Eleanor Bron,52.0
Leonid Yarmolnik,4.0
Yuriy Tsurilo,4.0
Valentin Golubenko,0.0
David Della Rocco,333.0
Bob Marley,184.0
Stephen Au,4.0
Erin Fitzgerald,99.0
Wendee Lee,62.0
Ivan Okhlobystin,26.0
Debi Derryberry,122.0
Kate Higgins,35.0
Cindy Robinson,29.0
Sydney Penny,240.0
Ben Browder,878.0
Christopher Judge,847.0
Olesya Rulin,578.0
Gordon Pinsent,149.0
Justin Edward Seale,147.0
John Ralston,63.0
Rex Baker,15000.0
Travis Aaron Wade,493.0
Heike Makatsch,177.0
Johanna Wokalek,66.0
Maria Schrader,36.0
Jason Cerbone,83.0
Mark De Alessandro,83.0
Gil Bellows,261.0
Mélissa Désormeaux-Poulin,66.0
Ahmad Massad,58.0
Laura Morante,60.0
Silvio Muccino,29.0
Giulia Michelini,11.0
Fernanda Machado,39.0
André Ramiro,15.0
Annabelle Wallis,421.0
Gabriel Bateman,300.0
Magda Szubanski,46.0
Jessica Mauboy,38.0
John Cothran,27.0
Lloyd Avery II,26.0
Na'Blonka Durden,15.0
Rosanna DeSoto,63.0
Danielle von Zerneck,51.0
Rita Moreno,804.0
Len Cariou,167.0
Sandy Dennis,146.0
Scott Wolf,376.0
Marin Hinkle,230.0
Jake Cherry,180.0
David Wayne,116.0
Paula Kelly,112.0
Eric Christmas,45.0
Merab Ninidze,56.0
Juliane Köhler,36.0
Matthias Habich,8.0
Emily Podleski,1000.0
Sara-Marie Maltha,2.0
Stellan Skarsgård,0.0
Florian Lukas,65.0
Chulpan Khamatova,51.0
Mark Bazeley,54.0
Maurice Roëves,27.0
Linnea Quigley,431.0
Clu Gulager,426.0
Beverly Randolph,358.0
Olivia Newton-John,1000.0
Osama bin Laden,503.0
Stevie Wonder,328.0
Ricky Martin,282.0
Katharine Ross,640.0
Ted Cassidy,566.0
Kenneth Mars,399.0
Ed Wynn,382.0
Glynis Johns,279.0
Elsa Lanchester,266.0
George Chakiris,271.0
Rodney Dangerfield,573.0
Lisa Wilcox,321.0
Kelly Jo Minter,101.0
Matthew Borlenghi,92.0
Erik Estrada,583.0
John D'Leo,245.0
Ajay Naidu,120.0
Lillian Gish,436.0
Jennifer Jones,332.0
Tom Atkins,381.0
Ossie Davis,282.0
Richard Norton,155.0
Rachel Blakely,64.0
John Lynch,161.0
David Alan Grier,360.0
Abby Mukiibi Nkaaga,25.0
Tamara Glynn,256.0
Brandon Smith,106.0
Rick Dial,84.0
Amy Madigan,221.0
Luis E. Carazo,546.0
Dominik García-Lorido,130.0
Wale Ojo,28.0
Annette Badland,497.0
Hugh M. Hefner,373.0
Windell Middlebrooks,308.0
Raquel Alessi,263.0
Lawrence Gilliard Jr.,353.0
John Cameron Mitchell,263.0
Miriam Shor,261.0
Ryan Bollman,91.0
Todd Susman,82.0
Rachel Alig,397.0
Monda Scott,77.0
Alexis Kendra,34.0
Lynne Thigpen,230.0
Polly Noonan,15.0
Frederick Weller,152.0
William Holden,682.0
Warren Oates,288.0
L.Q. Jones,242.0
Lesley-Anne Down,187.0
Michael Elphick,34.0
Pamela Salem,20.0
Bryan Dick,104.0
Paul Popplewell,53.0
Michael Berryman,721.0
Marc Singer,284.0
Kendrick Cross,529.0
Sammy Nagi Njuguna,316.0
Nathalie Baye,67.0
Mélanie Doutey,27.0
Cara Seymour,71.0
Ji-hyun Jun,451.0
Diane Ladd,206.0
Ritchie Montgomery,90.0
Peter McNamara,419.0
Noam Chomsky,103.0
Pat Buchanan,2.0
Bill Baird,0.0
Catherine Bell,636.0
Robert Wahlberg,99.0
John Bell,130.0
Sean Cook,816.0
Debbie Harry,391.0
Leslie Carlson,20.0
Reiner Schwarz,15.0
Shawn Parsons,485.0
Li Jun Li,444.0
Yorick van Wageningen,163.0
Tygo Gernandt,20.0
Martijn Lakemeier,19.0
Paul Scofield,94.0
Michel Simon,28.0
Trieu Tran,57.0
Jon Foo,778.0
Nathan Jones,635.0
Johnny Nguyen,380.0
Parminder Nagra,528.0
Edie Falco,659.0
Wesley Jonathan,592.0
Wayne Brady,378.0
Eva Marcille,255.0
Asin,634.0
Mithun Chakraborty,284.0
Johnny Lever,61.0
Jonathan D. Mellor,37.0
Pablo Rosso,9.0
Andrea Ros,6.0
Kayla Jackson,25.0
Alexis Biesiada,11.0
Kayla Raparelli,10.0
Tamara Taylor,476.0
Nicholas Bell,35.0
Tony Danza,694.0
John Hillerman,258.0
Stephen Macht,113.0
Avery Schreiber,110.0
Jean-Baptiste Maunier,517.0
François Berléand,86.0
Gérard Jugnot,57.0
Luke Kirby,210.0
Claudia Ferri,71.0
Franky G,93.0
Danny Aiello,388.0
Jean-Pierre Léaud,232.0
Kati Outinen,67.0
Jean-Pierre Darroussin,36.0
Jo Prestia,9.0
Lindsay Kay Hayward,31.0
Hitoshi Matsumoto,17.0
Shinobu Terajima,16.0
Madhavan,199.0
David Dastmalchian,290.0
Cree Kelly,39.0
Mike Eshaq,38.0
Ron Silver,139.0
Shane Meadows,222.0
Aksel Hennie,286.0
Synnøve Macody Lund,52.0
Julie R. Ølgaard,27.0
Adam Butcher,259.0
Jessica Chastain,0.0
Colin Farrell,0.0
Teresa Wright,208.0
George Voskovec,32.0
Abhishek Bachchan,374.0
Prateik,47.0
Sumalee Montano,82.0
Amiah Miller,509.0
Sprague Grayden,438.0
Shelley Hennig,707.0
Daren Kagasoff,704.0
John Saxon,506.0
Jennifer Rubin,150.0
Eugenio Derbez,399.0
Jessica Lindsey,89.0
Hugo Stiglitz,83.0
Matt Shively,235.0
Brendon Eggertsen,119.0
Alisha Boe,113.0
Victor Mature,275.0
Catherine Schell,80.0
Robert J. Wilke,53.0
Paul Lukas,51.0
Richard Cabral,510.0
Gloria Sandoval,358.0
Molly Ephraim,332.0
Jorja Fox,379.0
James Lafferty,972.0
Garrett Ryan,202.0
Brian O'Halloran,657.0
Jamie Draven,34.0
William Schallert,901.0
Helen Martin,287.0
Tony Bonner,492.0
Tom Burlinson,75.0
Constance Shulman,804.0
Alice Playten,73.0
John Beasley,205.0
June Carter Cash,77.0
Diana Scarwid,157.0
Monica Calhoun,597.0
Chrystale Wilson,498.0
Edwin Hodge,200.0
Perdita Weeks,161.0
Cameron Mills,694.0
Gene Tierney,535.0
Lindsay Wagner,970.0
Persis Khambatta,142.0
Peter Mark Richman,120.0
Scott Reeves,65.0
Rachel Korine,192.0
Kim Darby,152.0
Daniel Giménez Cacho,43.0
María Aura,19.0
Peter Serafinowicz,605.0
Randy Wayne,984.0
Miriam Colon,111.0
Kathleen Kinmont,120.0
Ellie Cornell,101.0
Deborah Foreman,190.0
Clayton Rohner,85.0
William Sanderson,400.0
Robert Beltran,268.0
Ryan Robbins,270.0
Andrew Airlie,205.0
Sterling Jerins,155.0
Claire Geare,78.0
Sahajak Boonthanakit,13.0
Vanna Bonta,21000.0
Gina Lollobrigida,746.0
George Sanders,333.0
Finlay Currie,70.0
Gary Cooper,998.0
Helen Hayes,164.0
Adolphe Menjou,99.0
Lauren London,503.0
Lara Jill Miller,93.0
Colleen O'Shaughnessey,45.0
Mona Marshall,44.0
Stéphane Rousseau,28.0
Marina Hands,21.0
Nicol Williamson,136.0
Michael Richards,448.0
Shirley Jones,556.0
Jessica Walter,572.0
Claudia Cardinale,973.0
Woody Strode,423.0
Jack Elam,392.0
Jonathan Silverman,334.0
Matt Berry,572.0
Norbert Ferrer,55.0
Guillaume Denaiffe,0.0
Chloe Hollings,0.0
Simon Baker,395.0
Olivier Rabourdin,32.0
Cassandra Peterson,922.0
Tim Thomerson,162.0
Bess Armstrong,83.0
Liz Mullane,88.0
Bobby Batson,849.0
Cynthia Barrett,473.0
Marilyn Manson,600.0
Tim Russ,625.0
Winter Ave Zoli,276.0
Kristoffer Polaha,361.0
Darryl Cox,96.0
Lumi Cavazos,65.0
Akshaye Khanna,75.0
Bhoomika Chawla,45.0
Darshan Jariwala,14.0
Jeffrey Frost,6.0
Megan Ambuhl Graner,0.0
Ken Davis,0.0
Raymond Burr,311.0
Don Gordon,59.0
Jim Byrnes,51.0
Judith Anderson,197.0
Paul Fix,116.0
Laraine Day,100.0
Sara Gilbert,697.0
Meghan Ory,889.0
Marc Trottier,680.0
Corey Sevier,383.0
Ocean James,432.0
Patch Darragh,309.0
Olivia DeJonge,99.0
Mike Figueroa,343.0
Daniel Stewart Sherman,29.0
Kel O'Neill,15.0
Alice Evans,227.0
Glenn Campbell,46.0
Sandra Staggs,21.0
Jelena Nik,14.0
Luis Tosar,331.0
Tony Corvillo,93.0
Marta Etura,78.0
Doug Bradley,337.0
Georgia Groome,141.0
John Stamos,2000.0
Patricia Neal,617.0
Katie Leclerc,483.0
David Adam Flannery,394.0
Cyndi Lauper,732.0
Irène Jacob,316.0
Tomiwa Edun,179.0
Lisa Kay,126.0
David Huddleston,1000.0
David Raizor,784.0
Cody Howard,763.0
Mikal Vega,741.0
Michael Dudikoff,615.0
Ed Quinn,538.0
Julia Jentsch,61.0
Ivan Barnev,12.0
Milan Lasica,4.0
Birol Ünel,269.0
Joseph Mawle,537.0
Takashi Miike,1000.0
Robert Longstreet,41.0
Katherine Helmond,339.0
Bill Johnson,237.0
Lou Perryman,28.0
Jim Siedow,14.0
Bob Dylan,476.0
Yayaying Rhatha Phongam,428.0
Isild Le Besco,40.0
Emmanuelle Bercot,20.0
Bhama,5.0
Diganth,0.0
Dileep Raj,0.0
Jack McElhone,16.0
Keith Carradine,584.0
Jacques Gamblin,52.0
Zinedine Soualem,9.0
Kim Ly,140.0
William Kircher,109.0
Matthew Sunderland,10.0
Paul Glover,3.0
Bubba Smith,760.0
Christopher Atkins,511.0
James Fleet,398.0
Royal Dano,232.0
Richard Basehart,169.0
James Robertson Justice,68.0
Kevin Michael Richardson,441.0
Peter Spellos,126.0
Louise Lasser,167.0
Dana Andrews,188.0
Jeanne Crain,135.0
Frank McHugh,37.0
Mía Maestro,341.0
Juan Luis Galiardo,26.0
Miguel Ángel Solá,4.0
Juan Fernández,491.0
Alex Kendrick,589.0
Sarah Drew,416.0
James Duval,701.0
Jaime Camil,274.0
Gerardo Taracena,154.0
Joaquín Cosio,122.0
Jan Decleir,25.0
Fedja van Huêt,20.0
Hans Kesting,3.0
Rich Pecci,1000.0
Yeong-ae Lee,126.0
Hye-jeong Kang,38.0
Nicolas Giraud,24.0
Clovis Fouin,12.0
Marie Féret,9.0
Artyom Bogucharskiy,2.0
Lyubov Agapova,0.0
Sana Saeed,82.0
Dimple Kapadia,62.0
Katherine McNamara,19000.0
Dove Cameron,570.0
Braeden Lemasters,212.0
Sameer Ali Khan,26.0
Purab Kohli,12.0
Michael J. Morris,298.0
Lateef Crowder,261.0
James Fox,146.0
Amanda Redman,100.0
Fabian Bolin,309.0
Matias Varela,93.0
