name,movie_title
Michael Elphick,The Great Train Robbery
Pamela Salem,The Great Train Robbery
Samantha Morton,Morvern Callar
Bryan Dick,Morvern Callar
Paul Popplewell,Morvern Callar
Michael Berryman,Beastmaster 2: Through the Portal of Time
Kari Wuhrer,Beastmaster 2: Through the Portal of Time
Marc Singer,Beastmaster 2: Through the Portal of Time
Aidan Quinn,The 5th Quarter
Kendrick Cross,The 5th Quarter
Sammy Nagi Njuguna,The 5th Quarter
Benoît Magimel,The Flower of Evil
Nathalie Baye,The Flower of Evil
Mélanie Doutey,The Flower of Evil
Jennifer Ehle,The Greatest
Zoë Kravitz,The Greatest
Cara Seymour,The Greatest
Bingbing Li,Snow Flower and the Secret Fan
Russell Wong,Snow Flower and the Secret Fan
Ji-hyun Jun,Snow Flower and the Secret Fan
Tim Blake Nelson,Come Early Morning
Diane Ladd,Come Early Morning
Ritchie Montgomery,Come Early Morning
James Nesbitt,Lucky Break
Olivia Williams,Lucky Break
Peter McNamara,Lucky Break
Meryl Streep,Julia
Jane Fonda,Julia
Vanessa Redgrave,Julia
Matthew McConaughey,"Surfer, Dude"
Scott Glenn,"Surfer, Dude"
Sarah Wright,"Surfer, Dude"
Noam Chomsky,Lake of Fire
Pat Buchanan,Lake of Fire
Bill Baird,Lake of Fire
Henry Thomas,11:14
Barbara Hershey,11:14
Shawn Hatosy,11:14
Catherine Bell,Men of War
Kevin Tighe,Men of War
Tim Guinee,Men of War
Pruitt Taylor Vince,Don McKay
M. Emmet Walsh,Don McKay
Robert Wahlberg,Don McKay
Charlie Hunnam,Deadfall
Olivia Wilde,Deadfall
Sissy Spacek,Deadfall
Connie Nielsen,A Shine of Rainbows
Aidan Quinn,A Shine of Rainbows
John Bell,A Shine of Rainbows
Drew Waters,The Hit List
Sean Cook,The Hit List
Cole Hauser,The Hit List
Debbie Harry,Videodrome
Leslie Carlson,Videodrome
Reiner Schwarz,Videodrome
Romain Duris,L'auberge espagnole
Cécile De France,L'auberge espagnole
Iddo Goldberg,L'auberge espagnole
Anne Hathaway,Song One
Shawn Parsons,Song One
Li Jun Li,Song One
Ryan Gosling,Murder by Numbers
Chris Penn,Murder by Numbers
Agnes Bruckner,Murder by Numbers
Yorick van Wageningen,Winter in Wartime
Tygo Gernandt,Winter in Wartime
Martijn Lakemeier,Winter in Wartime
Billy Burke,Freaky Deaky
Michael Jai White,Freaky Deaky
Bill Duke,Freaky Deaky
Jeanne Moreau,The Train
Paul Scofield,The Train
Michel Simon,The Train
Mira Sorvino,Trade of Innocents
John Billingsley,Trade of Innocents
Trieu Tran,Trade of Innocents
Jon Foo,The Protector
Nathan Jones,The Protector
Johnny Nguyen,The Protector
Sean Pertwee,Stiff Upper Lips
Frank Finlay,Stiff Upper Lips
Samuel West,Stiff Upper Lips
Archie Panjabi,Bend It Like Beckham
Parminder Nagra,Bend It Like Beckham
Anupam Kher,Bend It Like Beckham
Miguel Ferrer,Sunshine State
Edie Falco,Sunshine State
Timothy Hutton,Sunshine State
Wesley Jonathan,Crossover
Wayne Brady,Crossover
Eva Marcille,Crossover
Asin,Khiladi 786
Mithun Chakraborty,Khiladi 786
Johnny Lever,Khiladi 786
Jonathan D. Mellor,[Rec] 2
Pablo Rosso,[Rec] 2
Andrea Ros,[Rec] 2
Kayla Jackson,Standing Ovation
Alexis Biesiada,Standing Ovation
Kayla Raparelli,Standing Ovation
Eileen Brennan,The Sting
Robert Shaw,The Sting
Ray Walston,The Sting
Alice Krige,Chariots of Fire
Ben Cross,Chariots of Fire
John Gielgud,Chariots of Fire
Cicely Tyson,Diary of a Mad Black Woman
Kimberly Elise,Diary of a Mad Black Woman
Tamara Taylor,Diary of a Mad Black Woman
Noah Taylor,Shine
Armin Mueller-Stahl,Shine
Nicholas Bell,Shine
Joseph Gordon-Levitt,Don Jon
Scarlett Johansson,Don Jon
Tony Danza,Don Jon
Clint Eastwood,High Plains Drifter
Richard Bull,High Plains Drifter
John Hillerman,High Plains Drifter
Scarlett Johansson,Ghost World
Steve Buscemi,Ghost World
T.J. Thyne,Ghost World
Kate Winslet,Iris
Jim Broadbent,Iris
Kris Marshall,Iris
Stephen Macht,Galaxina
Avery Schreiber,Galaxina
Angelo Rossitto,Galaxina
Jean-Baptiste Maunier,The Chorus
François Berléand,The Chorus
Gérard Jugnot,The Chorus
Paul Sorvino,Mambo Italiano
Luke Kirby,Mambo Italiano
Claudia Ferri,Mambo Italiano
Alexis Dziena,Wonderland
Louis Lombardi,Wonderland
Franky G,Wonderland
Ruby Dee,Do the Right Thing
John Savage,Do the Right Thing
Danny Aiello,Do the Right Thing
Sarah Michelle Gellar,Harvard Man
Eric Stoltz,Harvard Man
Joey Lauren Adams,Harvard Man
Jean-Pierre Léaud,Le Havre
Kati Outinen,Le Havre
Jean-Pierre Darroussin,Le Havre
Philippe Nahon,Irreversible
Albert Dupontel,Irreversible
Jo Prestia,Irreversible
Lindsay Kay Hayward,R100
Hitoshi Matsumoto,R100
Shinobu Terajima,R100
Anupam Kher,Rang De Basanti
Steven Mackintosh,Rang De Basanti
Madhavan,Rang De Basanti
Kim Shaw,Animals
John Heard,Animals
David Dastmalchian,Animals
Jim Gaffigan,Salvation Boulevard
Cree Kelly,Salvation Boulevard
Mike Eshaq,Salvation Boulevard
Jon Hamm,The Ten
Ken Marino,The Ten
Ron Silver,The Ten
Bob Hoskins,A Room for Romeo Brass
Paddy Considine,A Room for Romeo Brass
Shane Meadows,A Room for Romeo Brass
Aksel Hennie,Headhunters
Synnøve Macody Lund,Headhunters
Julie R. Ølgaard,Headhunters
Russell Tovey,Grabbers
Richard Coyle,Grabbers
Bronagh Gallagher,Grabbers
Campbell Scott,Saint Ralph
Adam Butcher,Saint Ralph
Gordon Pinsent,Saint Ralph
Samantha Morton,Miss Julie
Jessica Chastain,Miss Julie
Colin Farrell,Miss Julie
Teresa Wright,Somewhere in Time
Bill Erwin,Somewhere in Time
George Voskovec,Somewhere in Time
Abhishek Bachchan,Dum Maaro Dum
Bipasha Basu,Dum Maaro Dum
Prateik,Dum Maaro Dum
Lin Shaye,Insidious: Chapter 2
Barbara Hershey,Insidious: Chapter 2
Leigh Whannell,Insidious: Chapter 2
Emmanuelle Vaugier,Saw II
Tony Nappo,Saw II
Shawnee Smith,Saw II
Bradley Cooper,10 Cloverfield Lane
John Gallagher Jr.,10 Cloverfield Lane
Sumalee Montano,10 Cloverfield Lane
Bam Margera,Jackass: The Movie
Steve-O,Jackass: The Movie
Chris Pontius,Jackass: The Movie
Billy Burke,Lights Out
Amiah Miller,Lights Out
Gabriel Bateman,Lights Out
Johanna Braddy,Paranormal Activity 3
Sprague Grayden,Paranormal Activity 3
Christopher Nicholas Smith,Paranormal Activity 3
Lin Shaye,Ouija
Shelley Hennig,Ouija
Daren Kagasoff,Ouija
John Saxon,A Nightmare on Elm Street 3: Dream Warriors
Heather Langenkamp,A Nightmare on Elm Street 3: Dream Warriors
Jennifer Rubin,A Nightmare on Elm Street 3: Dream Warriors
Busy Philipps,The Gift
Allison Tolman,The Gift
Wendell Pierce,The Gift
Eugenio Derbez,Instructions Not Included
Jessica Lindsey,Instructions Not Included
Hugo Stiglitz,Instructions Not Included
Matt Shively,Paranormal Activity 4
Brendon Eggertsen,Paranormal Activity 4
Alisha Boe,Paranormal Activity 4
Richard Burton,The Robe
Jean Simmons,The Robe
Victor Mature,The Robe
Burt Kwouk,The Return of the Pink Panther
Herbert Lom,The Return of the Pink Panther
Catherine Schell,The Return of the Pink Panther
Johnny Depp,Freddy's Dead: The Final Nightmare
Tom Arnold,Freddy's Dead: The Final Nightmare
Yaphet Kotto,Freddy's Dead: The Final Nightmare
Charlize Theron,Monster
Bruce Dern,Monster
Pruitt Taylor Vince,Monster
James Mason,"20,000 Leagues Under the Sea"
Robert J. Wilke,"20,000 Leagues Under the Sea"
Paul Lukas,"20,000 Leagues Under the Sea"
Richard Cabral,Paranormal Activity: The Marked Ones
Gloria Sandoval,Paranormal Activity: The Marked Ones
Molly Ephraim,Paranormal Activity: The Marked Ones
Anthony Hopkins,The Elephant Man
Anne Bancroft,The Elephant Man
Dexter Fletcher,The Elephant Man
Matthew McConaughey,Dallas Buyers Club
Jennifer Garner,Dallas Buyers Club
Denis O'Hare,Dallas Buyers Club
Olivia Wilde,The Lazarus Effect
Mark Duplass,The Lazarus Effect
Donald Glover,The Lazarus Effect
Callum Rennie,Memento
Thomas Lennon,Memento
Jorja Fox,Memento
James Lafferty,Oculus
Rory Cochrane,Oculus
Garrett Ryan,Oculus
Ethan Suplee,Clerks II
Jason Mewes,Clerks II
Brian O'Halloran,Clerks II
Julie Walters,Billy Elliot
Gary Lewis,Billy Elliot
Jamie Draven,Billy Elliot
Steve Carell,The Way Way Back
Liam James,The Way Way Back
Jim Rash,The Way Way Back
William Schallert,House Party 2
Tisha Campbell-Martin,House Party 2
Helen Martin,House Party 2
Tony Bonner,The Man from Snowy River
Jack Thompson,The Man from Snowy River
Tom Burlinson,The Man from Snowy River
Frank Welker,Doug's 1st Movie
Constance Shulman,Doug's 1st Movie
Alice Playten,Doug's 1st Movie
John Beasley,The Apostle
Todd Allen,The Apostle
June Carter Cash,The Apostle
Faye Dunaway,Mommie Dearest
Xander Berkeley,Mommie Dearest
Diana Scarwid,Mommie Dearest
Zooey Deschanel,Our Idiot Brother
Adam Scott,Our Idiot Brother
Steve Coogan,Our Idiot Brother
William Hurt,Race
Tony Curran,Race
David Kross,Race
Bernie Mac,The Players Club
Monica Calhoun,The Players Club
Chrystale Wilson,The Players Club
Mekhi Phifer,O
Andrew Keegan,O
John Heard,O
Ben Feldman,"As Above, So Below"
Edwin Hodge,"As Above, So Below"
Perdita Weeks,"As Above, So Below"
Boris Kodjoe,Addicted
Cameron Mills,Addicted
Sharon Leal,Addicted
Jurnee Smollett-Bell,Eve's Bayou
Lynn Whitfield,Eve's Bayou
Diahann Carroll,Eve's Bayou
Kristen Stewart,Still Alice
Hunter Parrish,Still Alice
Seth Gilliam,Still Alice
Gene Tierney,The Egyptian
Peter Ustinov,The Egyptian
Jean Simmons,The Egyptian
Sylvester Stallone,Nighthawks
Lindsay Wagner,Nighthawks
Persis Khambatta,Nighthawks
Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan
Peter Mark Richman,Friday the 13th Part VIII: Jason Takes Manhattan
Scott Reeves,Friday the 13th Part VIII: Jason Takes Manhattan
Nia Vardalos,My Big Fat Greek Wedding
Louis Mandylor,My Big Fat Greek Wedding
Lainie Kazan,My Big Fat Greek Wedding
James Franco,Spring Breakers
Heather Morris,Spring Breakers
Rachel Korine,Spring Breakers
Donald Pleasence,Halloween: The Curse of Michael Myers
Kim Darby,Halloween: The Curse of Michael Myers
Mitchell Ryan,Halloween: The Curse of Michael Myers
Maribel Verdú,Y Tu Mamá También
Daniel Giménez Cacho,Y Tu Mamá También
María Aura,Y Tu Mamá También
Peter Serafinowicz,Shaun of the Dead
Dylan Moran,Shaun of the Dead
Rafe Spall,Shaun of the Dead
Jessica Lowndes,The Haunting of Molly Hartley
Randy Wayne,The Haunting of Molly Hartley
Haley Bennett,The Haunting of Molly Hartley
Matthew McConaughey,Lone Star
Clifton James,Lone Star
Miriam Colon,Lone Star
Donald Pleasence,Halloween 4: The Return of Michael Myers
Kathleen Kinmont,Halloween 4: The Return of Michael Myers
Ellie Cornell,Halloween 4: The Return of Michael Myers
Thomas F. Wilson,April Fool's Day
Deborah Foreman,April Fool's Day
Clayton Rohner,April Fool's Day
Steve Guttenberg,Diner
Daniel Stern,Diner
Ellen Barkin,Diner
David Carradine,Lone Wolf McQuade
William Sanderson,Lone Wolf McQuade
Robert Beltran,Lone Wolf McQuade
Warren Christie,Apollo 18
Ryan Robbins,Apollo 18
Andrew Airlie,Apollo 18
Clifton Collins Jr.,Sunshine Cleaning
Mary Lynn Rajskub,Sunshine Cleaning
Paul Dooley,Sunshine Cleaning
Sterling Jerins,No Escape
Claire Geare,No Escape
Sahajak Boonthanakit,No Escape
Vanna Bonta,The Beastmaster
John Amos,The Beastmaster
Rip Torn,The Beastmaster
Gina Lollobrigida,Solomon and Sheba
George Sanders,Solomon and Sheba
Finlay Currie,Solomon and Sheba
Fred Willard,Fifty Shades of Black
Mike Epps,Fifty Shades of Black
Russell Peters,Fifty Shades of Black
Eddie Cibrian,Not Easily Broken
Jenifer Lewis,Not Easily Broken
Wood Harris,Not Easily Broken
Gary Cooper,A Farewell to Arms
Helen Hayes,A Farewell to Arms
Adolphe Menjou,A Farewell to Arms
Donald Faison,The Perfect Match
Brandy Norwood,The Perfect Match
Lauren London,The Perfect Match
Lara Jill Miller,Digimon: The Movie
Colleen O'Shaughnessey,Digimon: The Movie
Mona Marshall,Digimon: The Movie
Macaulay Culkin,Saved!
Patrick Fugit,Saved!
Eva Amurri Martino,Saved!
Marie-Josée Croze,The Barbarian Invasions
Stéphane Rousseau,The Barbarian Invasions
Marina Hands,The Barbarian Invasions
Robert Shaw,Robin and Marian
Denholm Elliott,Robin and Marian
Nicol Williamson,Robin and Marian
Brendan Fehr,The Forsaken
Kerr Smith,The Forsaken
Izabella Miko,The Forsaken
Harrison Ford,Force 10 from Navarone
Carl Weathers,Force 10 from Navarone
Franco Nero,Force 10 from Navarone
Fran Drescher,UHF
Gedde Watanabe,UHF
Michael Richards,UHF
Linda Cardellini,Grandma's Boy
Joel David Moore,Grandma's Boy
Shirley Jones,Grandma's Boy
Natasha Lyonne,Slums of Beverly Hills
Kevin Corrigan,Slums of Beverly Hills
Jessica Walter,Slums of Beverly Hills
Claudia Cardinale,Once Upon a Time in the West
Woody Strode,Once Upon a Time in the West
Jack Elam,Once Upon a Time in the West
Jon Favreau,Made
Faizon Love,Made
Jonathan Silverman,Made
Kevin Spacey,Moon
Matt Berry,Moon
Benedict Wong,Moon
Miranda Cosgrove,Keeping Up with the Steins
Jami Gertz,Keeping Up with the Steins
Carter Jenkins,Keeping Up with the Steins
Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World
Guillaume Denaiffe,Sea Rex 3D: Journey to a Prehistoric World
Chloe Hollings,Sea Rex 3D: Journey to a Prehistoric World
Bruce Greenwood,The Sweet Hereafter
Sarah Polley,The Sweet Hereafter
Simon Baker,The Sweet Hereafter
Lambert Wilson,Of Gods and Men
Michael Lonsdale,Of Gods and Men
Olivier Rabourdin,Of Gods and Men
Alan Rickman,Bottle Shock
Freddy Rodríguez,Bottle Shock
Greg Collins,Bottle Shock
Cassandra Peterson,Jekyll and Hyde... Together Again
Tim Thomerson,Jekyll and Hyde... Together Again
Bess Armstrong,Jekyll and Hyde... Together Again
Kate Winslet,Heavenly Creatures
Jed Brophy,Heavenly Creatures
Liz Mullane,Heavenly Creatures
Hayden Christensen,90 Minutes in Heaven
Bobby Batson,90 Minutes in Heaven
Cynthia Barrett,90 Minutes in Heaven
Will Ferrell,Everything Must Go
Scott Takeda,Everything Must Go
Stephen Root,Everything Must Go
Kim Dickens,Zero Effect
Ryan O'Neal,Zero Effect
Angela Featherstone,Zero Effect
Christian Bale,The Machinist
Jennifer Jason Leigh,The Machinist
Reg E. Cathey,The Machinist
Dana Delany,Light Sleeper
Jane Adams,Light Sleeper
David Clennon,Light Sleeper
Jeremy Renner,Kill the Messenger
Paz Vega,Kill the Messenger
Robert Pralgo,Kill the Messenger
Dianne Wiest,Rabbit Hole
Jon Tenney,Rabbit Hole
Tammy Blanchard,Rabbit Hole
Macaulay Culkin,Party Monster
Mia Kirshner,Party Monster
Marilyn Manson,Party Monster
Alia Shawkat,Green Room
Mark Webber,Green Room
Joe Cole,Green Room
Liza Minnelli,The Oh in Ohio
Tim Russ,The Oh in Ohio
Winter Ave Zoli,The Oh in Ohio
Joaquim de Almeida,Atlas Shrugged: Who Is John Galt?
Greg Germann,Atlas Shrugged: Who Is John Galt?
Kristoffer Polaha,Atlas Shrugged: Who Is John Galt?
Andrew Wilson,Bottle Rocket
Darryl Cox,Bottle Rocket
Lumi Cavazos,Bottle Rocket
Viggo Mortensen,Albino Alligator
Joe Mantegna,Albino Alligator
Faye Dunaway,Albino Alligator
Akshaye Khanna,"Gandhi, My Father"
Bhoomika Chawla,"Gandhi, My Father"
Darshan Jariwala,"Gandhi, My Father"
Jeffrey Frost,Standard Operating Procedure
Megan Ambuhl Graner,Standard Operating Procedure
Ken Davis,Standard Operating Procedure
Raymond Burr,Out of the Blue
Don Gordon,Out of the Blue
Jim Byrnes,Out of the Blue
Katrina Bowden,Tucker and Dale vs Evil
Tyler Labine,Tucker and Dale vs Evil
Chelan Simmons,Tucker and Dale vs Evil
Adam Scott,"Lovely, Still"
Ellen Burstyn,"Lovely, Still"
Martin Landau,"Lovely, Still"
Judith Anderson,Tycoon
Paul Fix,Tycoon
Laraine Day,Tycoon
Ethan Suplee,Desert Blue
John Heard,Desert Blue
Sara Gilbert,Desert Blue
Meghan Ory,Decoys
Marc Trottier,Decoys
Corey Sevier,Decoys
Ocean James,The Visit
Patch Darragh,The Visit
Olivia DeJonge,The Visit
Mike Figueroa,Redacted
Daniel Stewart Sherman,Redacted
Kel O'Neill,Redacted
Adam Garcia,Fascination
Jacqueline Bisset,Fascination
Alice Evans,Fascination
Glenn Campbell,Area 51
Sandra Staggs,Area 51
Jelena Nik,Area 51
Luis Tosar,Sleep Tight
Tony Corvillo,Sleep Tight
Marta Etura,Sleep Tight
Dave Legeno,The Cottage
Doug Bradley,The Cottage
Georgia Groome,The Cottage
Henry Ian Cusick,Dead Like Me: Life After Death
Callum Blue,Dead Like Me: Life After Death
Shenae Grimes-Beech,Dead Like Me: Life After Death
Alyson Hannigan,Farce of the Penguins
John Stamos,Farce of the Penguins
Jim Belushi,Farce of the Penguins
Heather Locklear,Flying By
Patricia Neal,Flying By
Katie Leclerc,Flying By
Billy Crudup,Rudderless
Felicity Huffman,Rudderless
David Adam Flannery,Rudderless
Chazz Palminteri,Henry & Me
Cyndi Lauper,Henry & Me
Danny Aiello,Henry & Me
Gary Cole,Christmas Eve
Jon Heder,Christmas Eve
Cheryl Hines,Christmas Eve
Teri Polo,We Have Your Husband
Esai Morales,We Have Your Husband
Nicholas Gonzalez,We Have Your Husband
Nicolas Cage,Dying of the Light
Irène Jacob,Dying of the Light
Tomiwa Edun,Dying of the Light
James Frain,Born of War
Sofia Black-D'Elia,Born of War
Lisa Kay,Born of War
David Huddleston,Capricorn One
Sam Waterston,Capricorn One
Hal Holbrook,Capricorn One
Michael Rapaport,Should've Been Romeo
Natasha Henstridge,Should've Been Romeo
Costas Mandylor,Should've Been Romeo
David Raizor,Running Forever
Cody Howard,Running Forever
Martin Kove,Running Forever
Johnny Depp,Yoga Hosers
Haley Joel Osment,Yoga Hosers
Natasha Lyonne,Yoga Hosers
Mikal Vega,Navy Seals vs. Zombies
Michael Dudikoff,Navy Seals vs. Zombies
Ed Quinn,Navy Seals vs. Zombies
Julia Jentsch,I Served the King of England
Ivan Barnev,I Served the King of England
Milan Lasica,I Served the King of England
Udo Kier,Soul Kitchen
Moritz Bleibtreu,Soul Kitchen
Birol Ünel,Soul Kitchen
Robert Duvall,Sling Blade
Dwight Yoakam,Sling Blade
J.T. Walsh,Sling Blade
Isaac Hempstead Wright,The Awakening
Imelda Staunton,The Awakening
Joseph Mawle,The Awakening
Jay Hernandez,Hostel
Takashi Miike,Hostel
Rick Hoffman,Hostel
Steve Coogan,Tristram Shandy: A Cock and Bull Story
Shirley Henderson,Tristram Shandy: A Cock and Bull Story
Dylan Moran,Tristram Shandy: A Cock and Bull Story
Katy Mixon,Take Shelter
Shea Whigham,Take Shelter
Robert Longstreet,Take Shelter
Alex Rocco,Lady in White
Lukas Haas,Lady in White
Katherine Helmond,Lady in White
Rupert Grint,Driving Lessons
Julie Walters,Driving Lessons
Tamsin Egerton,Driving Lessons
Donald Faison,Let's Kill Ward's Wife
Greg Grunberg,Let's Kill Ward's Wife
Dagmara Dominczyk,Let's Kill Ward's Wife
Bill Johnson,The Texas Chainsaw Massacre 2
Lou Perryman,The Texas Chainsaw Massacre 2
Jim Siedow,The Texas Chainsaw Massacre 2
James Coburn,Pat Garrett & Billy the Kid
Bob Dylan,Pat Garrett & Billy the Kid
Jason Robards,Pat Garrett & Billy the Kid
Ryan Gosling,Only God Forgives
Kristin Scott Thomas,Only God Forgives
Yayaying Rhatha Phongam,Only God Forgives
Denis Lavant,Camping sauvage
Isild Le Besco,Camping sauvage
Emmanuelle Bercot,Camping sauvage
Maria Conchita Alonso,Without Men
Kate del Castillo,Without Men
Camryn Manheim,Without Men
Bhama,Barfi
Diganth,Barfi
Dileep Raj,Barfi
Gerard Butler,Dear Frankie
Sharon Small,Dear Frankie
Jack McElhone,Dear Frankie
Keith Carradine,All Hat
Gary Farmer,All Hat
Stephen McHattie,All Hat
Sara Forestier,The Names of Love
Jacques Gamblin,The Names of Love
Zinedine Soualem,The Names of Love
Zoë Kravitz,Treading Water
Douglas Smith,Treading Water
Kim Ly,Treading Water
Eddie Redmayne,Savage Grace
Elena Anaya,Savage Grace
Stephen Dillane,Savage Grace
William Kircher,Out of the Blue
Matthew Sunderland,Out of the Blue
Paul Glover,Out of the Blue
Steve Guttenberg,Police Academy
Bubba Smith,Police Academy
Michael Winslow,Police Academy
Brooke Shields,The Blue Lagoon
Christopher Atkins,The Blue Lagoon
Leo McKern,The Blue Lagoon
Kristin Scott Thomas,Four Weddings and a Funeral
James Fleet,Four Weddings and a Funeral
Simon Callow,Four Weddings and a Funeral
Jennifer Jason Leigh,Fast Times at Ridgemont High
Judge Reinhold,Fast Times at Ridgemont High
Vincent Schiavelli,Fast Times at Ridgemont High
Royal Dano,Moby Dick
Richard Basehart,Moby Dick
James Robertson Justice,Moby Dick
Philip Seymour Hoffman,25th Hour
Rosario Dawson,25th Hour
Aaron Stanford,25th Hour
Christopher Meloni,Bound
Kevin Michael Richardson,Bound
Peter Spellos,Bound
Ellen Burstyn,Requiem for a Dream
Mark Margolis,Requiem for a Dream
Louise Lasser,Requiem for a Dream
Dana Andrews,State Fair
Jeanne Crain,State Fair
Frank McHugh,State Fair
Mía Maestro,Tango
Juan Luis Galiardo,Tango
Miguel Ángel Solá,Tango
Jim Belushi,Salvador
John Savage,Salvador
Juan Fernández,Salvador
Alex Kendrick,Moms' Night Out
Sarah Drew,Moms' Night Out
Patricia Heaton,Moms' Night Out
Jake Gyllenhaal,Donnie Darko
Mary McDonnell,Donnie Darko
James Duval,Donnie Darko
Jaime Camil,Saving Private Perez
Gerardo Taracena,Saving Private Perez
Joaquín Cosio,Saving Private Perez
Jan Decleir,Character
Fedja van Huêt,Character
Hans Kesting,Character
Patrick Fugit,Spun
Nicholas Gonzalez,Spun
Debbie Harry,Spun
Rich Pecci,Life During Wartime
Shirley Henderson,Life During Wartime
Charlotte Rampling,Life During Wartime
Min-sik Choi,Lady Vengeance
Yeong-ae Lee,Lady Vengeance
Hye-jeong Kang,Lady Vengeance
Nicolas Giraud,Mozart's Sister
Clovis Fouin,Mozart's Sister
Marie Féret,Mozart's Sister
Jason Statham,Mean Machine
Jason Flemyng,Mean Machine
Danny Dyer,Mean Machine
Simon Yam,Exiled
Anthony Chau-Sang Wong,Exiled
Josie Ho,Exiled
Sam Shepard,Blackthorn
Dominique McElligott,Blackthorn
Stephen Rea,Blackthorn
Oksana Akinshina,Lilya 4-Ever
Artyom Bogucharskiy,Lilya 4-Ever
Lyubov Agapova,Lilya 4-Ever
Liam Neeson,After.Life
Josh Charles,After.Life
Chandler Canterbury,After.Life
Jimmy Shergill,Fugly
Sana Saeed,Fugly
Dimple Kapadia,Fugly
Scatman Crothers,One Flew Over the Cuckoo's Nest
Michael Berryman,One Flew Over the Cuckoo's Nest
Louise Fletcher,One Flew Over the Cuckoo's Nest
Katherine McNamara,R.L. Stine's Monsterville: The Cabinet of Souls
Dove Cameron,R.L. Stine's Monsterville: The Cabinet of Souls
Braeden Lemasters,R.L. Stine's Monsterville: The Cabinet of Souls
Sid Caesar,Silent Movie
Dom DeLuise,Silent Movie
Bernadette Peters,Silent Movie
Nimrat Kaur,Airlift
Sameer Ali Khan,Airlift
Purab Kohli,Airlift
Michael Jai White,Falcon Rising
Michael J. Morris,Falcon Rising
Lateef Crowder,Falcon Rising
Hayley Atwell,The Sweeney
Ray Winstone,The Sweeney
Alan Ford,The Sweeney
Ray Winstone,Sexy Beast
James Fox,Sexy Beast
Amanda Redman,Sexy Beast
Fabian Bolin,Easy Money
Fares Fares,Easy Money
Matias Varela,Easy Money
Keisha Castle-Hughes,Whale Rider
Rawiri Paratene,Whale Rider
Tammy Davis,Whale Rider
Vidya Balan,Paa
Abhishek Bachchan,Paa
Paresh Rawal,Paa
Yangzom Brauen,Cargo
Claude-Oliver Rudolph,Cargo
Anna Katharina Schwabroh,Cargo
Hugh Jackman,Pan
Cara Delevingne,Pan
Nonso Anozie,Pan
Lucas Grabeel,High School Musical
Corbin Bleu,High School Musical
Olesya Rulin,High School Musical
Jason Priestley,Love and Death on Long Island
Maury Chaykin,Love and Death on Long Island
Danny Webb,Love and Death on Long Island
Konstantin Khabenskiy,Night Watch
Aleksey Chadov,Night Watch
Zhanna Friske,Night Watch
Jim Broadbent,The Crying Game
Miranda Richardson,The Crying Game
Stephen Rea,The Crying Game
Art Hindle,Porky's
Susan Clark,Porky's
Tony Ganios,Porky's
Julian Richings,Survival of the Dead
Shawn Roberts,Survival of the Dead
Kathleen Munroe,Survival of the Dead
Judith O'Dea,Night of the Living Dead
Duane Jones,Night of the Living Dead
S. William Hinzman,Night of the Living Dead
Scarlett Johansson,Lost in Translation
Bill Murray,Lost in Translation
Catherine Lambert,Lost in Translation
Woody Allen,Annie Hall
Carol Kane,Annie Hall
Shelley Duvall,Annie Hall
Gloria Grahame,The Greatest Show on Earth
Dorothy Lamour,The Greatest Show on Earth
Cornel Wilde,The Greatest Show on Earth
Christian Bale,Exodus: Gods and Kings
María Valverde,Exodus: Gods and Kings
Ben Mendelsohn,Exodus: Gods and Kings
Heath Ledger,Monster's Ball
Peter Boyle,Monster's Ball
Marcus Lyle Brown,Monster's Ball
Joely Richardson,Maggie
J.D. Evermore,Maggie
David A Cole,Maggie
Nicolas Cage,Leaving Las Vegas
Valeria Golino,Leaving Las Vegas
Julian Sands,Leaving Las Vegas
Molly C. Quinn,Hansel & Gretel Get Baked
Lara Flynn Boyle,Hansel & Gretel Get Baked
Lochlyn Munro,Hansel & Gretel Get Baked
Linnea Quigley,The Return of the Living Dead
Clu Gulager,The Return of the Living Dead
Beverly Randolph,The Return of the Living Dead
Austin Pendleton,The Front Page
Harold Gould,The Front Page
David Wayne,The Front Page
Ryan Guzman,The Boy Next Door
Hill Harper,The Boy Next Door
Adam Hicks,The Boy Next Door
Gina Lollobrigida,Trapeze
Katy Jurado,Trapeze
Sidney James,Trapeze
Josh Hutcherson,The Kids Are All Right
Mia Wasikowska,The Kids Are All Right
Yaya DaCosta,The Kids Are All Right
Meg Foster,They Live
Peter Jason,They Live
George 'Buck' Flower,They Live
James Coburn,The Great Escape
Donald Pleasence,The Great Escape
Gordon Jackson,The Great Escape
Marlee Matlin,What the #$*! Do We (K)now!?
Elaine Hendrix,What the #$*! Do We (K)now!?
Armin Shimerman,What the #$*! Do We (K)now!?
Muse Watson,The Last Exorcism Part II
Spencer Treat Clark,The Last Exorcism Part II
Ashley Bell,The Last Exorcism Part II
Ellar Coltrane,Boyhood
Lorelei Linklater,Boyhood
Libby Villari,Boyhood
Scarlett Johansson,Scoop
Kevin McNally,Scoop
Geoff Bell,Scoop
Cary-Hiroyuki Tagawa,Planet of the Apes
Estella Warren,Planet of the Apes
Erick Avari,Planet of the Apes
Angell Conwell,The Wash
Dr. Dre,The Wash
DJ Pooh,The Wash
Mo'Nique,3 Strikes
Mike Epps,3 Strikes
Faizon Love,3 Strikes
