title,year,duration,budget,gross,rating,language,country,numfacebooklikes
Chain of Command,2015,88.0,5000000.0,,R,English,USA,358
Friday,1995,97.0,3500000.0,27900000.0,R,English,USA,8000
Menace II Society,1993,97.0,3500000.0,27900000.0,R,English,USA,0
Creepshow 2,1987,85.0,3500000.0,14000000.0,R,English,USA,1000
The Ballad of Cable Hogue,1970,121.0,3716946.0,,R,English,USA,357
In Cold Blood,1967,134.0,3500000.0,,Approved,English,USA,0
The Nun's Story,1959,149.0,3500000.0,,Not Rated,English,USA,930
Harper,1966,121.0,3500000.0,,Not Rated,English,USA,470
Frenzy,1972,116.0,2000000.0,,R,English,UK,0
The Witch,2015,92.0,3500000.0,25138292.0,R,English,USA,43000
I Got the Hook Up,1998,93.0,3500000.0,10305534.0,R,English,USA,280
She's the One,1996,96.0,3500000.0,9449219.0,R,English,USA,453
Gods and Monsters,1998,105.0,3500000.0,6390032.0,R,English,USA,0
The Secret in Their Eyes,2009,129.0,2000000.0,20167424.0,R,Spanish,Argentina,33000
Train,2008,94.0,,,R,English,USA,804
Evil Dead II,1987,37.0,3600000.0,5923044.0,X,English,USA,0
Pootie Tang,2001,81.0,3000000.0,3293258.0,PG-13,English,USA,0
Sharknado,2013,97.0,1000000.0,,TV-14,English,USA,93000
La otra conquista,1998,106.0,3500000.0,886410.0,R,Spanish,Mexico,140
Trollhunter,2010,103.0,19900000.0,252652.0,PG-13,Norwegian,Norway,38000
Ira & Abby,2006,101.0,3500000.0,220234.0,R,English,USA,360
Winter Passing,2005,98.0,3500000.0,101228.0,R,English,USA,414
D.E.B.S.,2004,91.0,3500000.0,96793.0,PG-13,English,USA,1000
The Masked Saint,2016,105.0,3500000.0,123777.0,PG-13,English,Canada,0
The Betrayed,2008,98.0,3500000.0,,,English,USA,127
Taxman,1998,104.0,1000000.0,,R,English,USA,18
2:13,2009,96.0,3500000.0,,,English,USA,211
"Batman: The Dark Knight Returns, Part 2",2013,148.0,3500000.0,,PG-13,English,USA,5000
Time to Choose,2015,100.0,3500000.0,29233.0,,English,USA,121
In the Name of the King: The Last Job,2014,86.0,3500000.0,,R,English,Canada,721
Wicked Blood,2014,92.0,3500000.0,,Not Rated,English,USA,482
Dawn Patrol,2014,88.0,3500000.0,,,English,,570
Lords of London,2014,90.0,3440000.0,,R,English,UK,606
High Anxiety,1977,94.0,3400000.0,,PG,English,USA,0
March of the Penguins,2005,80.0,8000000.0,77413017.0,G,French,France,0
Margin Call,2011,107.0,3500000.0,5354039.0,R,English,USA,21000
August,2011,99.0,,,Not Rated,English,USA,224
Choke,2008,92.0,3000000.0,2926565.0,R,English,USA,0
Whiplash,2014,107.0,3300000.0,13092000.0,R,English,USA,129000
City of God,2002,135.0,3300000.0,7563397.0,R,Portuguese,Brazil,28000
Human Traffic,1999,99.0,2200000.0,104257.0,R,English,UK,0
Day One,2012,102.0,3400000.0,,PG-13,English,USA,0
The Dead Girl,2006,93.0,,17311.0,R,English,USA,799
The Hunt,2012,115.0,3800000.0,610968.0,R,Danish,Denmark,60000
A Christmas Story,1983,94.0,4000000.0,,PG,English,USA,18000
Bella,2006,91.0,3300000.0,8108247.0,PG-13,English,USA,0
Class of 1984,1982,98.0,4300000.0,,R,English,Canada,934
The Opposite Sex,2014,97.0,3300000.0,,,English,USA,0
Dreaming of Joseph Lees,1999,92.0,2000000.0,7680.0,R,English,USA,100
The Class,2008,128.0,,3766595.0,PG-13,French,France,0
Rosemary's Baby,1968,136.0,2300000.0,,R,English,USA,13000
The Man Who Shot Liberty Valance,1962,113.0,3200000.0,,Approved,English,USA,0
Adam,2009,99.0,,2277396.0,PG-13,English,USA,0
Maria Full of Grace,2004,101.0,3000000.0,6517198.0,R,Spanish,Colombia,0
Beginners,2010,105.0,3200000.0,5776314.0,R,English,USA,15000
Feast,2005,95.0,3200000.0,,R,English,USA,0
Animal House,1978,109.0,3000000.0,141600000.0,R,English,USA,0
Goldfinger,1964,110.0,3000000.0,51100000.0,Approved,English,UK,0
Antiviral,2012,108.0,3200000.0,,Not Rated,English,Canada,0
It's a Wonderful Life,1946,118.0,3180000.0,,PG,English,USA,41000
Trainspotting,1996,94.0,3500000.0,16501785.0,R,English,UK,21000
The Original Kings of Comedy,2000,115.0,3000000.0,38168022.0,R,English,USA,290
Paranormal Activity 2,2010,98.0,3000000.0,84749884.0,R,English,USA,14000
Waking Ned Devine,1998,91.0,3000000.0,24788807.0,PG,English,UK,0
Bowling for Columbine,2002,120.0,4000000.0,21244913.0,R,English,Germany,4000
Coming Home,2014,109.0,,377420.0,PG-13,Mandarin,China,0
A Nightmare on Elm Street 2: Freddy's Revenge,1985,87.0,2200000.0,30000000.0,R,English,USA,0
A Room with a View,1985,117.0,3000000.0,20966644.0,Unrated,English,UK,0
The Purge,2013,85.0,3000000.0,64423650.0,R,English,USA,31000
Sinister,2012,110.0,3000000.0,48056940.0,R,English,USA,58000
Martin Lawrence Live: Runteldat,2002,113.0,3000000.0,19184015.0,R,English,USA,63
Cat on a Hot Tin Roof,1958,108.0,3000000.0,,Approved,English,USA,0
Beneath the Planet of the Apes,1970,95.0,3000000.0,,G,English,USA,0
Air Bud,1997,98.0,3000000.0,24629916.0,PG,English,USA,902
Pokémon 3: The Movie,2000,93.0,16000000.0,,G,Japanese,Japan,38
Jason Lives: Friday the 13th Part VI,1986,86.0,3000000.0,19472057.0,R,English,USA,0
The Bridge on the River Kwai,1957,161.0,3000000.0,27200000.0,PG,English,UK,0
Spaced Invaders,1990,100.0,3000000.0,15369573.0,PG,English,USA,710
Family Plot,1976,120.0,4490375.0,,PG,English,USA,609
The Apartment,1960,125.0,3000000.0,,Approved,English,USA,0
Jason Goes to Hell: The Final Friday,1993,91.0,2500000.0,15935068.0,R,English,USA,949
Torn Curtain,1966,128.0,6000000.0,,Approved,English,USA,933
Dave Chappelle's Block Party,2005,100.0,3000000.0,11694528.0,R,English,USA,635
Slow West,2015,84.0,,229094.0,R,English,UK,0
Krush Groove,1985,97.0,3000000.0,,R,English,USA,889
Next Day Air,2009,84.0,3000000.0,10017041.0,R,English,USA,545
Elmer Gantry,1960,146.0,3000000.0,,Approved,English,USA,808
Judgment at Nuremberg,1961,186.0,3000000.0,,Not Rated,English,USA,0
Trippin',1999,94.0,,9016377.0,R,English,USA,143
Red River,1948,126.0,3000000.0,,Approved,English,USA,0
Phat Girlz,2006,99.0,3000000.0,7059537.0,PG-13,English,USA,837
Before Midnight,2013,109.0,3000000.0,8114507.0,R,English,USA,62000
Teen Wolf Too,1987,95.0,3000000.0,7888703.0,PG,English,USA,491
Phantasm II,1988,97.0,3000000.0,7282851.0,R,English,USA,812
Woman Thou Art Loosed,2004,94.0,,6879730.0,R,English,USA,187
Real Women Have Curves,2002,90.0,3000000.0,5844929.0,PG-13,English,USA,595
Water,2005,117.0,,3222857.0,PG-13,Hindi,Canada,0
East Is East,1999,96.0,1900000.0,4170647.0,R,English,UK,1000
Whipped,2000,82.0,3000000.0,4142507.0,R,English,USA,131
Kama Sutra: A Tale of Love,1996,109.0,3000000.0,4109095.0,R,English,USA,0
Please Give,2010,90.0,,4033268.0,R,English,USA,0
Willy Wonka & the Chocolate Factory,1971,89.0,3000000.0,,G,English,USA,0
Warlock: The Armageddon,1993,98.0,3000000.0,3902679.0,R,English,USA,217
8 Heads in a Duffel Bag,1997,95.0,3000000.0,3559990.0,R,English,USA,417
Days of Heaven,1978,94.0,3000000.0,,PG,English,USA,0
Thirteen Conversations About One Thing,2001,104.0,4500000.0,3287435.0,R,English,USA,430
Jawbreaker,1999,87.0,3500000.0,3071947.0,R,English,USA,0
Basquiat,1996,108.0,3300000.0,2961991.0,R,English,USA,0
Frances Ha,2012,86.0,,4063238.0,R,English,USA,11000
Tsotsi,2005,94.0,3000000.0,2912363.0,R,Zulu,UK,0
Happiness,1998,134.0,3000000.0,3000000.0,,English,USA,0
DysFunktional Family,2003,89.0,3000000.0,2223990.0,R,English,USA,26
Tusk,2014,102.0,3000000.0,1821983.0,R,English,USA,20000
Oldboy,2003,120.0,3000000.0,2181290.0,R,Korean,South Korea,43000
Letters to God,2010,110.0,3500000.0,2848578.0,PG,English,USA,0
Hobo with a Shotgun,2011,86.0,3000000.0,703002.0,Not Rated,English,Canada,37000
Compadres,2016,101.0,3000000.0,3105269.0,R,English,Mexico,174
Freeway,1996,102.0,3000000.0,,R,English,USA,0
Love's Abiding Joy,2006,87.0,3000000.0,252726.0,PG,,USA,76
Fish Tank,2009,123.0,,373060.0,Not Rated,English,UK,0
Damsels in Distress,2011,99.0,,1007535.0,PG-13,English,USA,0
Bachelorette,2012,87.0,3000000.0,418268.0,R,English,USA,0
Brave New Girl,2004,120.0,,,PG-13,English,USA,47
Tim and Eric's Billion Dollar Movie,2012,93.0,3000000.0,200803.0,R,English,USA,0
Summer Storm,2004,98.0,2700000.0,95016.0,R,German,Germany,442
Fort McCoy,2011,100.0,3000000.0,73678.0,R,English,USA,348
Chain Letter,2009,88.0,5000000.0,143000.0,R,English,USA,0
Just Looking,1999,97.0,3000000.0,39852.0,R,English,USA,117
The Divide,2011,122.0,3000000.0,22000.0,R,English,Germany,0
The Eclipse,2009,86.0,,128937.0,R,English,Ireland,580
Demonic,2015,83.0,3000000.0,,R,English,USA,0
My Big Fat Independent Movie,2005,80.0,3000000.0,,R,English,USA,48
The Deported,2009,90.0,3000000.0,,PG-13,English,USA,54
Tanner Hall,2009,96.0,3000000.0,5005.0,R,English,USA,448
Open Road,2013,85.0,3000000.0,,,English,Brazil,433
They Came Together,2014,83.0,,,R,English,USA,0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,80.0,3000000.0,,R,English,USA,2000
Never Back Down 2: The Beatdown,2011,90.0,3000000.0,,R,English,USA,6000
Point Blank,1967,92.0,3000000.0,,Approved,English,USA,3000
Four Single Fathers,2009,100.0,3000000.0,,,Italian,Italy,32
Enter the Dangerous Mind,2013,88.0,800000.0,,,English,USA,406
Something Wicked,2014,95.0,3000000.0,,R,English,USA,395
AWOL-72,2015,82.0,3000000.0,,R,English,USA,398
Iguana,1988,97.0,3000000.0,,,English,Italy,37
Chicago Overcoat,2009,94.0,3000000.0,,R,English,USA,229
Barry Munday,2010,95.0,,,R,English,USA,480
Central Station,1998,113.0,2900000.0,5595428.0,R,Portuguese,Brazil,0
Pocketful of Miracles,1961,136.0,2900000.0,,Approved,English,USA,612
Close Range,2015,80.0,3000000.0,,,English,USA,968
Boynton Beach Club,2005,105.0,1500000.0,3123749.0,R,English,USA,88
Amnesiac,2014,90.0,3000000.0,,,English,USA,421
Freakonomics,2010,93.0,3000000.0,100675.0,PG-13,English,USA,0
High Tension,2003,89.0,2200000.0,3645438.0,Unrated,French,France,0
Griff the Invisible,2010,90.0,,,PG-13,English,Australia,0
Unnatural,2015,89.0,3000000.0,,R,English,USA,369
Hustle & Flow,2005,116.0,8000000.0,22201636.0,R,English,USA,0
Some Like It Hot,1959,120.0,2883848.0,25000000.0,Not Rated,English,USA,10000
Friday the 13th Part VII: The New Blood,1988,88.0,2800000.0,19170001.0,R,English,USA,0
The Wizard of Oz,1939,102.0,2800000.0,22202612.0,Passed,English,USA,14000
Young Frankenstein,1974,106.0,2800000.0,86300000.0,PG,English,USA,14000
Diary of the Dead,2007,95.0,2000000.0,952620.0,R,English,USA,0
Lage Raho Munna Bhai,2006,144.0,120000000.0,,PG-13,Hindi,India,349
Ulee's Gold,1997,113.0,2700000.0,9054736.0,R,English,USA,381
The Black Stallion,1979,118.0,2700000.0,,G,English,USA,0
Sardaar Ji,2015,141.0,3000000.0,,,Panjabi,Canada,50
Journey to Saturn,2008,90.0,,,Not Rated,Danish,Denmark,77
Donovan's Reef,1963,109.0,2686585.0,,Not Rated,English,USA,573
The Dress,1996,95.0,2650000.0,,,Dutch,Netherlands,121
A Guy Named Joe,1943,122.0,2627000.0,,Passed,English,USA,116
Blazing Saddles,1974,93.0,2600000.0,119500000.0,R,English,USA,12000
Friday the 13th: The Final Chapter,1984,97.0,1800000.0,32600000.0,R,English,USA,0
Ida,2013,82.0,,3826455.0,PG-13,Polish,Poland,17000
Maurice,1987,140.0,2600000.0,3130592.0,R,English,UK,963
Beer League,2006,86.0,2800000.0,475000.0,R,English,USA,323
Riding Giants,2004,105.0,,2276368.0,PG-13,English,USA,0
Timecrimes,2007,66.0,2600000.0,38108.0,R,Spanish,Spain,0
Silver Medallist,2009,99.0,15000000.0,,,Mandarin,China,30
Timber Falls,2007,100.0,2600000.0,,R,English,USA,254
Singin' in the Rain,1952,103.0,2540800.0,,Approved,English,USA,0
"Fat, Sick & Nearly Dead",2010,97.0,2500000.0,,,English,Australia,10000
A Haunted House,2013,86.0,2500000.0,40041683.0,R,English,USA,0
2016: Obama's America,2012,87.0,2500000.0,33349949.0,PG,English,USA,0
That Thing You Do!,1996,149.0,26000000.0,25809813.0,PG,English,USA,0
Halloween III: Season of the Witch,1982,98.0,2500000.0,14400000.0,R,English,USA,0
Escape from the Planet of the Apes,1971,98.0,2500000.0,,G,English,USA,819
Hud,1963,112.0,2500000.0,,Approved,English,USA,1000
Kevin Hart: Let Me Explain,2013,75.0,2500000.0,32230907.0,R,English,USA,0
My Own Private Idaho,1991,104.0,2500000.0,6401336.0,R,English,USA,0
Garden State,2004,102.0,2500000.0,26781723.0,R,English,USA,0
Before Sunrise,1995,105.0,2500000.0,5400000.0,R,English,USA,22000
Sur le seuil,2003,99.0,3200000.0,,,French,Canada,39
Jesus' Son,1999,107.0,2500000.0,1282084.0,R,English,USA,500
Saving Face,2004,96.0,,1186323.0,R,English,USA,774
Brick Lane,2007,101.0,,1094998.0,PG-13,English,UK,430
Robot & Frank,2012,89.0,2500000.0,3325638.0,PG-13,English,USA,13000
My Life Without Me,2003,106.0,2000000.0,395592.0,R,English,Spain,0
The Spectacular Now,2013,95.0,2500000.0,6851969.0,R,English,USA,10000
Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990,34.0,34000.0,333658.0,,English,USA,16
Religulous,2008,101.0,2500000.0,12995673.0,R,English,USA,24000
Fuel,2008,112.0,2500000.0,173783.0,Not Rated,English,USA,588
Valley of the Heart's Delight,2006,100.0,2500000.0,118666.0,,English,USA,144
Eye of the Dolphin,2006,100.0,2500000.0,71904.0,PG-13,English,USA,140
8: The Mormon Proposition,2010,80.0,2500000.0,99851.0,R,English,USA,0
The Other End of the Line,2008,106.0,14000000.0,115504.0,PG-13,English,UK,0
Anatomy,2000,103.0,8400000.0,5725.0,R,German,Germany,560
Sleep Dealer,2008,90.0,2500000.0,75727.0,PG-13,Spanish,USA,0
Super,2010,96.0,2500000.0,322157.0,R,English,USA,19000
Christmas Mail,2010,89.0,2500000.0,,TV-PG,English,USA,190
Stung,2015,87.0,2500000.0,,Not Rated,English,Germany,0
Antibirth,2016,94.0,3500000.0,,,English,USA,89
Get on the Bus,1996,120.0,2400000.0,5731103.0,R,English,USA,352
Thr3e,2006,101.0,2400000.0,978908.0,PG-13,English,Poland,250
Idiocracy,2006,84.0,,438653.0,R,English,USA,79000
The Rise of the Krays,2015,110.0,2500000.0,,R,English,UK,0
This Is England,2006,101.0,1500000.0,327919.0,Unrated,English,UK,11000
Alien Uprising,2012,101.0,2500000.0,,R,English,UK,0
Bathing Beauty,1944,101.0,2361000.0,,Passed,English,USA,144
Go for It!,2011,105.0,2450000.0,178739.0,PG-13,English,USA,566
"Dancer, Texas Pop. 81",1998,97.0,,565592.0,PG,English,USA,500
Show Boat,1951,108.0,2295429.0,,Approved,English,USA,438
Redemption Road,2010,95.0,,27012.0,PG-13,English,USA,279
The Calling,2014,108.0,,,R,English,USA,0
The Brave Little Toaster,1987,90.0,2300000.0,,Not Rated,English,USA,0
8 Days,2014,90.0,2500000.0,,PG-13,English,USA,224
Friday the 13th Part III,1982,91.0,4000000.0,36200000.0,R,English,USA,0
Friday the 13th: A New Beginning,1985,92.0,2200000.0,21300000.0,R,English,USA,1000
The Last Sin Eater,2007,117.0,2200000.0,379643.0,PG-13,English,USA,285
Do You Believe?,2015,120.0,2300000.0,12985267.0,PG-13,English,USA,13000
Impact Point,2008,90.0,2200000.0,,R,English,USA,77
The Valley of Decision,1945,119.0,2160000.0,,Passed,English,USA,68
Eden,2015,90.0,,,R,English,Spain,452
Chicken Tikka Masala,2005,90.0,1200000.0,,,English,UK,172
Always Woodstock,2014,97.0,2400000.0,,,English,USA,107
Jack Brooks: Monster Slayer,2007,90.0,2500000.0,,R,English,Canada,870
The Best Years of Our Lives,1946,172.0,2100000.0,23650000.0,Not Rated,English,USA,0
Bully,2001,115.0,,510092.0,R,English,USA,0
Elling,2001,89.0,15500000.0,313436.0,R,Norwegian,Norway,0
Mi America,2015,125.0,2100000.0,3330.0,R,English,USA,305
[Rec],2007,78.0,1500000.0,,R,Spanish,Spain,15000
Lies in Plain Sight,2010,89.0,2100000.0,,TV-PG,English,USA,162
Sharkskin,2015,100.0,2100000.0,,,English,USA,14
Containment,2015,77.0,,,,English,UK,275
The Timber,2015,81.0,2100000.0,,,English,USA,380
From Russia with Love,1963,115.0,2000000.0,24800000.0,Approved,English,UK,0
The Toxic Avenger Part II,1989,96.0,2300000.0,792966.0,R,English,USA,321
Sleeper,1973,89.0,2000000.0,,PG,English,USA,0
It Follows,2014,100.0,2000000.0,14673301.0,R,English,USA,45000
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,88.0,2000000.0,,R,English,USA,0
To Kill a Mockingbird,1962,129.0,2000000.0,,Not Rated,English,USA,15000
Mad Max 2: The Road Warrior,1981,87.0,2000000.0,9003011.0,R,English,Australia,0
The Legend of Drunken Master,1994,102.0,2000000.0,11546543.0,R,Cantonese,Hong Kong,0
Boys Don't Cry,1999,118.0,2000000.0,11533945.0,R,English,USA,0
Silent House,2011,86.0,2000000.0,12555230.0,R,English,France,0
The Lives of Others,2006,137.0,2000000.0,11284657.0,R,German,Germany,39000
Courageous,2011,129.0,2000000.0,34522221.0,PG-13,English,USA,10000
The Hustler,1961,134.0,2000000.0,,Unrated,English,USA,0
Boom Town,1940,119.0,1614000.0,,Passed,English,USA,236
The Triplets of Belleville,2003,80.0,9500000.0,7002255.0,PG-13,French,France,0
Smoke Signals,1998,89.0,2000000.0,6719300.0,PG-13,English,Canada,0
American Splendor,2003,101.0,,6003587.0,R,English,USA,0
Before Sunset,2004,80.0,2700000.0,5792822.0,R,English,USA,13000
Amores Perros,2000,115.0,2000000.0,5383834.0,R,Spanish,Mexico,11000
Thirteen,2003,100.0,1500000.0,4599680.0,R,English,USA,0
Gentleman's Agreement,1947,118.0,2000000.0,,Approved,English,USA,0
Winter's Bone,2010,100.0,2000000.0,6531491.0,R,English,USA,20000
Touching the Void,2003,106.0,,4581222.0,R,English,UK,0
Alexander's Ragtime Band,1938,106.0,2000000.0,,Approved,English,USA,60
Me and You and Everyone We Know,2005,91.0,2000000.0,3885134.0,R,English,USA,0
Inside Job,2010,105.0,,4311834.0,PG-13,English,USA,63000
We Are Your Friends,2015,96.0,2000000.0,3590010.0,R,English,UK,0
Ghost Dog: The Way of the Samurai,1999,116.0,,3300230.0,R,English,France,0
Harsh Times,2005,116.0,2000000.0,3335839.0,R,English,USA,0
Captive,2015,97.0,2000000.0,2557668.0,PG-13,English,USA,0
Full Frontal,2002,101.0,2000000.0,2506446.0,R,English,USA,134
Witchboard,1986,98.0,2000000.0,7369373.0,R,English,UK,0
Shortbus,2006,101.0,2000000.0,1984378.0,Unrated,English,USA,0
Waltz with Bashir,2008,90.0,1500000.0,2283276.0,R,Hebrew,Israel,0
"The Book of Mormon Movie, Volume 1: The Journey",2003,120.0,2000000.0,1098224.0,PG-13,English,USA,32
No End in Sight,2007,102.0,2000000.0,1430185.0,,English,USA,0
The Diary of a Teenage Girl,2015,102.0,2000000.0,1477002.0,R,English,USA,0
In the Shadow of the Moon,2007,100.0,2000000.0,1134049.0,PG,English,UK,0
Meek's Cutoff,2010,104.0,,977600.0,PG,English,USA,0
Inside Deep Throat,2005,89.0,2000000.0,653621.0,NC-17,English,USA,592
Dinner Rush,2000,99.0,,110000.0,R,English,USA,495
Clockwatchers,1997,96.0,,444354.0,PG-13,English,UK,166
The Virginity Hit,2010,86.0,3400000.0,535249.0,R,English,USA,974
Subway,1985,98.0,17000000.0,,R,French,France,739
House of D,2004,96.0,6000000.0,371081.0,PG-13,English,USA,857
Teeth,2007,94.0,,347578.0,R,English,USA,17000
Six-String Samurai,1998,91.0,2000000.0,124494.0,PG-13,English,USA,0
Hum To Mohabbat Karega,2000,,,,,Hindi,India,10
It's All Gone Pete Tong,2004,90.0,,120620.0,R,English,UK,0
Saint John of Las Vegas,2009,85.0,3800000.0,100669.0,R,English,USA,407
24 7: Twenty Four Seven,1997,96.0,,,R,English,UK,224
Stonewall,2015,129.0,13500000.0,186354.0,R,English,USA,0
Roadside Romeo,2008,93.0,,55202.0,PG,Hindi,India,39
This Thing of Ours,2003,100.0,,,Not Rated,English,USA,61
The Lost Medallion: The Adventures of Billy Stone,2013,97.0,,549632.0,PG,English,Thailand,715
The Last Five Years,2014,94.0,,137945.0,PG-13,English,USA,0
The Missing Person,2009,95.0,1500000.0,17580.0,,English,USA,195
Return of the Living Dead III,1993,97.0,2000000.0,,R,English,USA,810
London,2005,92.0,14000.0,12667.0,R,English,UK,0
Sherrybaby,2006,96.0,2000000.0,198407.0,R,English,USA,474
Circle,2015,87.0,,,Not Rated,English,USA,0
Eden Lake,2008,91.0,,5824.0,R,English,UK,0
Plush,2013,99.0,,2843.0,R,English,USA,604
Vampire Killers,2009,88.0,,,R,English,UK,0
Gangster's Paradise: Jerusalema,2008,119.0,2000000.0,4958.0,R,English,South Africa,1000
Freeze Frame,2004,99.0,2000000.0,,R,English,UK,205
Grave Encounters,2011,92.0,100000.0,,Not Rated,English,Canada,0
Stitches,2012,86.0,,,R,English,Ireland,0
Nine Dead,2010,83.0,2000000.0,,R,English,USA,0
"To Be Frank, Sinatra at 100",2015,81.0,2000000.0,,,English,UK,0
Bananas,1971,82.0,2000000.0,,GP,English,USA,0
Supercapitalist,2012,102.0,,13220.0,Not Rated,English,USA,115
Rockaway,2007,90.0,2000000.0,,R,English,USA,44
The Lady from Shanghai,1947,92.0,2300000.0,7927.0,Not Rated,English,USA,0
No Man's Land: The Rise of Reeker,2008,88.0,2000000.0,,R,English,USA,153
Highway,2002,97.0,14000000.0,,R,English,USA,912
Small Apartments,2012,96.0,2000000.0,,R,English,USA,0
Coffee Town,2013,87.0,2000000.0,,,English,USA,0
The Ghastly Love of Johnny X,2012,106.0,2000000.0,2436.0,Not Rated,English,USA,655
All Is Bright,2013,107.0,,4556.0,R,English,USA,825
The Torture Chamber of Dr. Sadism,1967,80.0,,,M,German,West Germany,200
Straight A's,2013,91.0,2000000.0,,R,English,USA,0
A Funny Thing Happened on the Way to the Forum,1966,99.0,2000000.0,,Approved,English,USA,805
Slacker Uprising,2007,102.0,2000000.0,,,English,USA,69
The Legend of Hell's Gate: An American Conspiracy,2011,108.0,2000000.0,,PG-13,English,USA,651
The Walking Deceased,2015,88.0,1250000.0,,R,English,USA,0
The Curse of Downers Grove,2015,89.0,2000000.0,,,English,USA,0
Shark Lake,2015,92.0,2000000.0,,Not Rated,English,USA,728
River's Edge,1986,99.0,1900000.0,4600000.0,R,English,USA,0
Northfork,2003,103.0,1900000.0,1420578.0,PG-13,English,USA,298
The Marine 4: Moving Target,2015,90.0,1950000.0,,R,English,USA,620
Buried,2010,95.0,3000000.0,1028658.0,R,English,Spain,24000
Submarine,2010,97.0,,466702.0,R,English,UK,17000
The Square,2013,108.0,1500000.0,,Not Rated,Arabic,Egypt,0
One to Another,2006,95.0,1400000.0,18435.0,Unrated,French,France,104
ABCD (Any Body Can Dance),2013,160.0,,95236.0,Not Rated,Hindi,India,1000
Man on Wire,2008,90.0,1000000.0,2957978.0,PG-13,English,UK,0
Abandoned,2015,86.0,,,,English,New Zealand,213
Brotherly Love,2015,89.0,1900000.0,444044.0,R,English,USA,1000
The Last Exorcism,2010,87.0,1800000.0,40990055.0,PG-13,English,France,0
Nowhere Boy,2009,98.0,,1445366.0,R,English,UK,10000
A Streetcar Named Desire,1951,125.0,1800000.0,,PG,English,USA,5000
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95.0,1800000.0,,PG,English,USA,18000
El crimen del padre Amaro,2002,118.0,1800000.0,5709616.0,R,Spanish,Mexico,544
Beasts of the Southern Wild,2012,93.0,1800000.0,12784397.0,PG-13,English,USA,31000
Battle for the Planet of the Apes,1973,96.0,1800000.0,,G,English,USA,511
Songcatcher,2000,109.0,1800000.0,3050934.0,PG-13,English,USA,0
Higher Ground,2011,109.0,,841206.0,R,English,USA,952
Vaalu,2015,155.0,150000000.0,,,Tamil,India,82
The Greatest Movie Ever Sold,2011,90.0,1500000.0,638476.0,PG-13,English,USA,0
Ed and His Dead Mother,1993,93.0,1800000.0,,PG-13,English,USA,266
Travelers and Magicians,2003,108.0,1800000.0,505295.0,,Dzongkha,Australia,353
Hang 'Em High,1968,114.0,1800000.0,,M,English,USA,0
Deadline - U.S.A.,1952,87.0,,,,English,USA,169
Sublime,2007,113.0,1800000.0,,R,English,USA,368
A Beginner's Guide to Snuff,2016,87.0,,,,English,USA,8
Independence Daysaster,2013,90.0,1800000.0,,PG-13,English,Canada,566
Dysfunctional Friends,2012,111.0,1800000.0,,Not Rated,English,USA,569
Run Lola Run,1998,81.0,3500000.0,7267324.0,R,German,Germany,0
May,2002,93.0,500000.0,145540.0,R,English,USA,0
Against the Wild,2013,90.0,2000000.0,,PG,English,Canada,326
Living Dark: The Story of Ted the Caver,2013,112.0,1750000.0,,PG-13,English,USA,73
Under the Same Moon,2007,106.0,,12589108.0,PG-13,Spanish,Mexico,0
Conquest of the Planet of the Apes,1972,88.0,1700000.0,,PG,English,USA,794
In the Bedroom,2001,138.0,1700000.0,35918429.0,R,English,USA,951
I Spit on Your Grave,2010,105.0,2000000.0,92401.0,R,English,USA,17000
"Happy, Texas",1999,98.0,1700000.0,1943649.0,PG-13,English,USA,374
My Summer of Love,2004,86.0,1700000.0,992238.0,R,English,UK,869
The Lunchbox,2013,104.0,1000000.0,4231500.0,PG,Hindi,India,16000
Yes,2004,100.0,1000000.0,396035.0,R,English,UK,305
You Can't Take It with You,1938,126.0,1644736.0,,Approved,English,USA,0
From Here to Eternity,1953,118.0,1650000.0,,Not Rated,English,USA,0
She Wore a Yellow Ribbon,1949,103.0,1600000.0,,Unrated,English,USA,721
Grace Unplugged,2013,102.0,,2507106.0,PG,English,USA,0
Foolish,1999,84.0,2000000.0,6026908.0,R,English,USA,43
N-Secure,2010,,,2592808.0,R,English,USA,588
Caramel,2007,95.0,1300000.0,1060591.0,PG,Arabic,France,0
Out of the Dark,2014,92.0,,,R,English,USA,844
The Bubble,2006,90.0,1500000.0,155972.0,Unrated,Hebrew,Israel,0
The Conversation,1974,113.0,1600000.0,,PG,English,USA,6000
Dil Jo Bhi Kahey...,2005,,70000000.0,129319.0,,English,India,9
Mississippi Mermaid,1969,123.0,1600000.0,26893.0,R,French,France,278
I Love Your Work,2003,111.0,1650000.0,2580.0,R,English,USA,63
Cabin Fever,2016,99.0,,,Not Rated,English,USA,2000
Waitress,2007,108.0,2000000.0,19067631.0,PG-13,English,USA,0
Bloodsport,1988,92.0,1100000.0,11806119.0,R,English,USA,0
Mr. Smith Goes to Washington,1939,120.0,1500000.0,,Not Rated,English,USA,0
Kids,1995,91.0,1500000.0,7417210.0,,English,USA,0
The Squid and the Whale,2005,88.0,1500000.0,7362100.0,R,English,USA,0
Kissing Jessica Stein,2001,97.0,1000000.0,7022940.0,R,English,USA,682
Kickboxer: Vengeance,2016,90.0,17000000.0,,,,USA,0
