movie_title,numreviews,imdb_score
Diary of a Wimpy Kid,111.0,6.2
Mama,393.0,6.2
National Lampoon's Vacation,55.0,7.4
Bad Grandpa,157.0,6.6
The Queen,280.0,7.3
Beetlejuice,109.0,7.5
Why Did I Get Married?,41.0,5.6
Little Women,27.0,7.3
The Woman in Black,462.0,6.4
When a Stranger Calls,152.0,5.0
Big Fat Liar,69.0,5.4
The Deer Hunter,140.0,8.2
Wag the Dog,130.0,7.1
The Lizzie McGuire Movie,66.0,5.3
Snitch,238.0,6.5
Krampus,198.0,6.2
The Faculty,154.0,6.4
What's Love Got to Do with It,19.0,7.2
Cop Land,131.0,6.9
Not Another Teen Movie,97.0,5.7
End of Watch,355.0,7.7
The Skulls,102.0,5.6
The Theory of Everything,419.0,7.7
Malibu's Most Wanted,37.0,5.1
Where the Heart Is,78.0,6.8
Lawrence of Arabia,181.0,8.4
Halloween II,220.0,4.9
Wild,349.0,7.1
The Last House on the Left,241.0,6.6
The Wedding Date,103.0,6.1
Halloween: Resurrection,151.0,4.1
The Princess Bride,185.0,8.1
The Great Debaters,112.0,7.6
Drive,676.0,7.8
Confessions of a Teenage Drama Queen,74.0,4.6
The Object of My Affection,65.0,6.0
28 Weeks Later,274.0,7.0
When the Game Stands Tall,50.0,6.7
Because of Winn-Dixie,96.0,6.4
Love & Basketball,68.0,7.2
Grosse Pointe Blank,111.0,7.4
All About Steve,128.0,4.8
Book of Shadows: Blair Witch 2,160.0,4.0
The Craft,93.0,6.2
Match Point,278.0,7.7
Ramona and Beezus,81.0,6.7
The Remains of the Day,58.0,7.9
Boogie Nights,153.0,7.9
Nowhere to Run,25.0,5.5
Flicka,46.0,6.2
The Hills Have Eyes II,161.0,5.1
Urban Legends: Final Cut,108.0,4.1
Tuck Everlasting,69.0,6.7
The Marine,78.0,4.7
Keanu,129.0,6.4
Country Strong,135.0,6.3
Disturbing Behavior,96.0,5.5
The Place Beyond the Pines,417.0,7.3
The November Man,172.0,6.3
Eye of the Beholder,88.0,4.9
The Hurt Locker,388.0,7.6
Firestarter,45.0,6.0
Killing Them Softly,414.0,6.2
A Most Wanted Man,291.0,6.8
Freddy Got Fingered,97.0,4.5
The Pirates Who Don't Do Anything: A VeggieTales Movie,37.0,5.7
U2 3D,68.0,8.4
Highlander: Endgame,90.0,4.6
Idlewild,81.0,6.2
One Day,221.0,7.0
Whip It,230.0,6.9
Knockaround Guys,57.0,6.1
Confidence,119.0,6.7
The Muse,97.0,5.6
De-Lovely,119.0,6.6
New York Stories,42.0,6.4
Barney's Great Adventure,24.0,2.8
The Man with the Iron Fists,208.0,5.4
Home Fries,42.0,5.0
Here on Earth,44.0,5.1
Brazil,230.0,8.0
Raise Your Voice,46.0,5.9
The Big Lebowski,249.0,8.2
Black Snake Moan,197.0,7.0
Dark Blue,71.0,6.6
A Mighty Heart,190.0,6.7
Whatever It Takes,50.0,5.5
Boat Trip,63.0,4.9
The Importance of Being Earnest,104.0,6.9
The Love Letter,,7.4
Hoot,49.0,5.6
In Bruges,300.0,8.0
Peeples,43.0,5.3
The Rocker,132.0,6.2
Post Grad,97.0,5.3
Promised Land,242.0,6.6
Whatever Works,218.0,7.2
The In Crowd,49.0,4.6
Three Burials,172.0,7.5
Jakob the Liar,68.0,6.5
Kiss Kiss Bang Bang,223.0,7.6
Idle Hands,59.0,6.2
Mulholland Drive,252.0,8.0
Blood and Chocolate,106.0,5.5
You Will Meet a Tall Dark Stranger,223.0,6.3
Never Let Me Go,328.0,7.2
Transsiberian,150.0,6.7
The Clan of the Cave Bear,21.0,5.3
Crazy in Alabama,28.0,6.3
Funny Games,250.0,6.5
Listening,17.0,5.6
Felicia's Journey,95.0,7.0
Metropolis,260.0,8.3
District B13,141.0,7.2
Things to Do in Denver When You're Dead,52.0,6.8
The Assassin,205.0,6.4
Buffalo Soldiers,109.0,6.9
The Return,103.0,8.0
Ong-bak 2,110.0,6.2
Centurion,195.0,6.4
Silent Trigger,14.0,5.6
The Midnight Meat Train,177.0,6.1
Winnie Mandela,17.0,6.0
The Son of No One,62.0,5.1
All the Queen's Men,19.0,4.5
The Good Night,50.0,5.9
Bathory: Countess of Blood,25.0,6.0
Khumba,39.0,5.8
Automata,136.0,6.1
Dungeons & Dragons: Wrath of the Dragon God,26.0,4.9
Chiamatemi Francesco - Il Papa della gente,4.0,5.7
Shinjuku Incident,53.0,7.1
Pandaemonium,22.0,6.6
Groundhog Day,147.0,8.1
Magic Mike XXL,222.0,5.7
Romeo + Juliet,106.0,6.8
Sarah's Key,136.0,7.5
Freedom,5.0,6.2
Unforgiven,131.0,8.3
Manderlay,140.0,7.4
Slumdog Millionaire,418.0,8.0
Fatal Attraction,94.0,6.9
Pretty Woman,82.0,6.9
Crocodile Dundee II,32.0,5.5
Broken Horses,22.0,5.7
Born on the Fourth of July,72.0,7.2
Cool Runnings,39.0,6.9
My Bloody Valentine,264.0,5.5
Stomp the Yard,86.0,5.2
The Spy Who Loved Me,112.0,7.1
Urban Legend,101.0,5.5
Good Deeds,42.0,5.4
White Fang,10.0,6.7
Superstar,43.0,5.0
The Iron Lady,331.0,6.4
Jonah: A VeggieTales Movie,38.0,6.6
Poetic Justice,12.0,5.9
All About the Benjamins,40.0,5.7
Vampire in Brooklyn,34.0,4.5
Exorcist II: The Heretic,82.0,3.7
An American Haunting,125.0,5.0
My Boss's Daughter,56.0,4.6
A Perfect Getaway,160.0,6.5
Our Family Wedding,71.0,4.9
Dead Man on Campus,37.0,6.0
Tea with Mussolini,62.0,6.9
Thinner,73.0,5.7
"New York, New York",59.0,6.7
Crooklyn,25.0,6.9
I Think I Love My Wife,97.0,5.5
Jason X,205.0,4.4
Bobby,195.0,7.0
Head Over Heels,61.0,5.4
Fun Size,77.0,5.4
The Diving Bell and the Butterfly,259.0,8.0
Little Children,251.0,7.6
Gossip,63.0,5.9
A Walk on the Moon,47.0,6.6
Catch a Fire,108.0,6.7
Soul Survivors,64.0,3.9
Jefferson in Paris,20.0,5.7
Easy Virtue,135.0,6.7
Caravans,2.0,6.5
Mr. Turner,262.0,6.8
Wild Grass,129.0,6.3
Amen.,69.0,7.3
Reign of Assassins,50.0,6.9
The Lucky Ones,57.0,7.0
Margaret,116.0,6.5
Stan Helsing,45.0,3.6
Flipped,87.0,7.7
Brokeback Mountain,357.0,7.7
Clueless,88.0,6.8
Far from Heaven,181.0,7.4
Hot Tub Time Machine 2,107.0,5.1
Quills,132.0,7.4
Seven Psychopaths,401.0,7.2
The Caveman's Valentine,58.0,6.0
Downfall,192.0,8.3
The Sea Inside,157.0,8.1
Under the Skin,454.0,6.3
"Good Morning, Vietnam",62.0,7.3
The Last Godfather,4.0,3.6
Justin Bieber: Never Say Never,84.0,1.6
Black Swan,669.0,8.0
The Godfather: Part II,149.0,9.0
Save the Last Dance,101.0,6.1
A Nightmare on Elm Street 4: The Dream Master,102.0,5.7
Miracles from Heaven,63.0,6.8
"Dude, Where's My Car?",106.0,5.5
Young Guns,50.0,6.8
St. Vincent,275.0,7.3
About Last Night,90.0,6.1
10 Things I Hate About You,133.0,7.2
The New Guy,49.0,5.9
Loaded Weapon 1,19.0,6.1
The Shallows,186.0,6.8
The Butterfly Effect,185.0,7.7
Snow Day,42.0,4.9
This Christmas,37.0,6.1
Baby Geniuses,45.0,2.5
The Big Hit,57.0,6.1
Harriet the Spy,25.0,5.9
Child's Play 2,59.0,5.7
No Good Deed,58.0,5.6
The Mist,330.0,7.2
Ex Machina,489.0,7.7
Being John Malkovich,242.0,7.8
Two Can Play That Game,40.0,6.1
Earth to Echo,112.0,5.8
Crazy/Beautiful,84.0,6.5
Letters from Iwo Jima,251.0,7.9
The Astronaut Farmer,113.0,6.3
Woo,23.0,3.8
Room,421.0,8.3
Dirty Work,32.0,6.4
Serial Mom,52.0,6.7
Dick,81.0,6.1
Light It Up,39.0,6.0
54,63.0,5.8
Bubble Boy,47.0,5.6
Birthday Girl,111.0,6.1
21 & Over,168.0,5.9
"Paris, je t'aime",165.0,7.3
Resurrecting the Champ,104.0,6.8
Admission,150.0,5.7
The Widow of Saint-Pierre,61.0,7.3
Chloe,226.0,6.3
Faithful,21.0,5.9
Find Me Guilty,94.0,7.1
The Perks of Being a Wallflower,364.0,8.0
Excessive Force,19.0,5.1
Infamous,129.0,7.1
The Claim,71.0,6.5
The Vatican Tapes,93.0,4.5
Attack the Block,399.0,6.6
In the Land of Blood and Honey,110.0,4.3
The Call,285.0,6.7
Operation Chromite,2.0,6.8
The Crocodile Hunter: Collision Course,61.0,5.4
I Love You Phillip Morris,242.0,6.6
Quest for Fire,62.0,7.4
Antwone Fisher,121.0,7.3
The Emperor's Club,83.0,6.9
True Romance,122.0,8.0
Womb,88.0,6.4
Glengarry Glen Ross,120.0,7.8
The Killer Inside Me,225.0,6.1
Cat People,130.0,6.1
Sorority Row,167.0,5.1
The Prisoner of Zenda,7.0,7.8
Lars and the Real Girl,226.0,7.4
The Boy in the Striped Pajamas,185.0,7.8
Dancer in the Dark,177.0,8.0
Oscar and Lucinda,28.0,6.7
The Funeral,48.0,6.6
Solitary Man,116.0,6.4
Machete,391.0,6.7
Casino Jack,117.0,6.2
The Land Before Time,24.0,7.3
Tae Guk Gi: The Brotherhood of War,86.0,8.1
The Perfect Game,41.0,7.0
The Exorcist,304.0,8.0
Jaws,385.0,8.0
American Pie,145.0,7.0
Ernest & Celestine,99.0,7.9
The Golden Child,29.0,5.9
Think Like a Man,77.0,6.6
Barbershop,91.0,6.3
Star Trek II: The Wrath of Khan,148.0,7.7
Ace Ventura: Pet Detective,61.0,6.9
WarGames,84.0,7.1
Witness,83.0,7.4
Act of Valor,216.0,6.5
Step Up,107.0,6.5
Beavis and Butt-Head Do America,63.0,6.8
Jackie Brown,140.0,7.5
Harold & Kumar Escape from Guantanamo Bay,153.0,6.6
Chronicle,414.0,7.1
Yentl,16.0,6.6
Time Bandits,139.0,7.0
Crossroads,111.0,3.3
Project X,229.0,6.7
Patton,112.0,8.0
One Hour Photo,207.0,6.8
Quarantine,198.0,6.0
The Eye,172.0,5.4
Johnson Family Vacation,45.0,4.3
How High,34.0,6.2
The Muppet Christmas Carol,75.0,7.7
Frida,128.0,7.4
Katy Perry: Part of Me,68.0,5.9
The Fault in Our Stars,326.0,7.8
Rounders,128.0,7.4
Top Five,161.0,6.5
Prophecy,70.0,5.4
Stir of Echoes,164.0,7.0
Philomena,354.0,7.6
The Upside of Anger,125.0,6.9
The Boys from Brazil,55.0,7.0
Aquamarine,66.0,5.3
Paper Towns,191.0,6.4
My Baby's Daddy,33.0,4.5
Nebraska,433.0,7.8
Tales from the Crypt: Demon Knight,66.0,6.7
Max Keeble's Big Move,37.0,5.3
Young Adult,325.0,6.3
Crank,170.0,7.0
How to Be a Player,11.0,5.3
Living Out Loud,24.0,6.6
Just Wright,70.0,5.8
Rachel Getting Married,232.0,6.7
The Postman Always Rings Twice,34.0,6.6
Girl with a Pearl Earring,160.0,7.0
Das Boot,96.0,8.4
Sorority Boys,53.0,5.4
About Time,274.0,7.8
House of Flying Daggers,248.0,7.6
Arbitrage,288.0,6.6
Project Almanac,177.0,6.4
Cadillac Records,81.0,7.0
Screwed,29.0,5.7
Fortress,58.0,5.9
For Your Consideration,144.0,6.3
Celebrity,114.0,6.3
Running with Scissors,132.0,6.2
From Justin to Kelly,60.0,2.1
Girl 6,30.0,5.0
In the Cut,138.0,5.3
Two Lovers,190.0,7.1
Last Orders,61.0,7.0
The Pursuit of D.B. Cooper,2.0,5.7
Ravenous,131.0,7.1
Charlie Bartlett,146.0,7.0
The Great Beauty,280.0,7.7
The Dangerous Lives of Altar Boys,78.0,7.1
Stoker,469.0,6.8
2046,194.0,7.5
Married Life,121.0,6.3
Duma,38.0,7.3
Ondine,123.0,6.8
Brother,81.0,7.2
Welcome to Collinwood,72.0,6.4
Critical Care,25.0,6.0
The Life Before Her Eyes,78.0,6.4
Darling Companion,57.0,5.1
Trade,69.0,7.5
Fateless,73.0,7.1
Breakfast of Champions,42.0,4.6
"A Woman, a Gun and a Noodle Shop",101.0,5.7
Cypher,82.0,6.8
City of Life and Death,149.0,7.7
Legend of Kung Fu Rabbit,5.0,3.2
Space Battleship Yamato,44.0,6.1
5 Days of War,74.0,5.6
Triangle,156.0,6.9
10 Days in a Madhouse,1.0,7.5
Heaven Is for Real,82.0,5.8
Snatch,151.0,8.3
Dancin' It's On,3.0,2.8
Pet Sematary,98.0,6.6
Madadayo,25.0,7.5
The Cry of the Owl,35.0,6.0
A Tale of Three Cities,6.0,6.2
Gremlins,183.0,7.2
Star Wars: Episode IV - A New Hope,282.0,8.7
Dirty Grandpa,158.0,6.0
Doctor Zhivago,89.0,8.0
Trash,101.0,7.2
High School Musical 3: Senior Year,128.0,4.5
The Fighter,410.0,7.9
Jackass Number Two,104.0,7.1
My Cousin Vinny,54.0,7.5
If I Stay,141.0,6.8
Drive Hard,30.0,4.3
Major League,57.0,7.2
St. Trinian's,56.0,5.8
Phone Booth,216.0,7.1
A Walk to Remember,80.0,7.4
Dead Man Walking,77.0,7.6
Cruel Intentions,101.0,6.9
Saw VI,156.0,6.0
History of the World: Part I,48.0,6.9
The Secret Life of Bees,109.0,7.3
Corky Romano,62.0,4.6
Raising Cain,33.0,6.0
F.I.S.T.,20.0,6.4
Invaders from Mars,52.0,5.5
Brooklyn,351.0,7.5
Barry Lyndon,124.0,8.1
Out Cold,37.0,6.3
The Ladies Man,58.0,5.1
Quartet,175.0,6.8
Tomcats,75.0,5.3
Frailty,161.0,7.3
Woman in Gold,203.0,7.3
Kinsey,188.0,7.1
Army of Darkness,221.0,7.6
Slackers,66.0,5.3
What's Eating Gilbert Grape,80.0,7.8
The Visual Bible: The Gospel of John,25.0,7.7
Vera Drake,169.0,7.7
The Guru,70.0,5.4
The Perez Family,15.0,6.2
Inside Llewyn Davis,535.0,7.4
O,92.0,6.2
Return to the Blue Lagoon,14.0,5.1
The Molly Maguires,13.0,6.9
Romance & Cigarettes,87.0,6.3
Copying Beethoven,78.0,6.8
Brighton Rock,136.0,5.7
Saw V,160.0,5.8
Machine Gun McCain,28.0,6.2
LOL,54.0,4.3
Jindabyne,75.0,6.4
Kabhi Alvida Naa Kehna,20.0,6.0
An Ideal Husband,105.0,6.9
The Last Days on Mars,120.0,5.5
Darkness,108.0,5.4
2001: A Space Odyssey,285.0,8.3
E.T. the Extra-Terrestrial,215.0,7.9
In the Land of Women,81.0,6.5
The Blue Butterfly,17.0,6.3
There Goes My Baby,5.0,6.4
Housefull,10.0,5.3
September Dawn,43.0,5.8
For Greater Glory: The True Story of Cristiada,43.0,6.6
La Famille Bélier,94.0,7.4
Good Will Hunting,161.0,8.3
Misconduct,38.0,5.3
Saw III,210.0,6.2
Stripes,52.0,6.9
Bring It On,139.0,5.9
The Purge: Election Year,165.0,6.1
She's All That,96.0,5.8
Saw IV,190.0,5.9
White Noise,173.0,5.5
Madea's Family Reunion,46.0,5.0
The Color of Money,59.0,7.0
The Longest Day,53.0,7.8
The Mighty Ducks,22.0,6.4
The Grudge,203.0,5.9
Happy Gilmore,77.0,7.0
Jeepers Creepers,190.0,6.1
Bill & Ted's Excellent Adventure,81.0,6.9
Oliver!,56.0,7.5
The Best Exotic Marigold Hotel,264.0,7.3
Recess: School's Out,44.0,6.5
Mad Max Beyond Thunderdome,117.0,6.2
Commando,124.0,6.7
The Boy,159.0,6.0
Devil,273.0,6.3
Friday After Next,26.0,5.8
Insidious: Chapter 3,242.0,6.1
The Last Dragon,55.0,6.9
The Lawnmower Man,48.0,5.4
Nick and Norah's Infinite Playlist,166.0,6.7
Dogma,206.0,7.4
The Banger Sisters,92.0,5.6
Twilight Zone: The Movie,78.0,6.5
Road House,83.0,6.5
A Low Down Dirty Shame,8.0,5.8
Swimfan,86.0,5.0
Employee of the Month,85.0,5.5
Can't Hardly Wait,76.0,6.5
The Outsiders,60.0,7.2
Pete's Dragon,78.0,7.3
The Dead Zone,112.0,7.2
Sinister 2,189.0,5.2
Sparkle,82.0,5.7
Valentine,120.0,4.7
The Fourth Kind,183.0,5.9
A Prairie Home Companion,211.0,6.8
Sugar Hill,14.0,5.9
Invasion U.S.A.,54.0,5.3
Roll Bounce,55.0,6.0
Rushmore,179.0,7.7
Skyline,221.0,4.4
The Second Best Exotic Marigold Hotel,158.0,6.6
Kit Kittredge: An American Girl,73.0,6.7
The Perfect Man,65.0,5.5
Mo' Better Blues,23.0,6.5
Kung Pow: Enter the Fist,63.0,6.2
Tremors,132.0,7.1
Wrong Turn,191.0,6.1
The Long Riders,52.0,7.1
The Corruptor,91.0,6.0
Mud,368.0,7.4
Reno 911!: Miami,89.0,5.9
One Direction: This Is Us,83.0,4.1
"The Goods: Live Hard, Sell Hard",83.0,5.8
Hey Arnold! The Movie,33.0,5.9
My Week with Marilyn,386.0,7.0
The Matador,191.0,6.8
Love Jones,16.0,7.4
The Gift,297.0,7.1
End of the Spear,47.0,7.0
Get Over It,63.0,5.8
Office Space,144.0,7.8
Drop Dead Gorgeous,77.0,6.5
Big Eyes,325.0,7.0
Very Bad Things,100.0,6.3
Sleepover,52.0,5.3
Body Double,98.0,6.8
MacGruber,163.0,5.5
Dirty Pretty Things,137.0,7.4
Movie 43,180.0,4.3
Over Her Dead Body,100.0,5.2
Seeking a Friend for the End of the World,265.0,6.7
Cedar Rapids,212.0,6.3
American History X,162.0,8.6
The Collection,147.0,6.1
Teacher's Pet,33.0,5.8
The Red Violin,94.0,7.7
The Straight Story,143.0,8.0
Deuces Wild,38.0,5.6
Bad Words,126.0,6.7
"Run, Fatboy, Run",168.0,6.6
Heartbeeps,19.0,4.2
Black or White,91.0,6.6
On the Line,46.0,4.1
Rescue Dawn,198.0,7.3
Danny Collins,139.0,7.1
"Jeff, Who Lives at Home",182.0,6.5
I Am Love,181.0,7.0
Atlas Shrugged II: The Strike,23.0,5.5
Romeo Is Bleeding,30.0,6.6
The Limey,111.0,7.1
Crash,287.0,7.9
The House of Mirth,96.0,7.1
Malone,27.0,5.6
Peaceful Warrior,44.0,7.3
Bucky Larson: Born to Be a Star,49.0,3.3
Bamboozled,57.0,6.5
The Forest,185.0,4.8
Sphinx,2.0,5.2
While We're Young,270.0,6.3
A Better Life,94.0,7.2
Spider,157.0,6.8
Gun Shy,49.0,5.7
Nicholas Nickleby,80.0,7.2
The Iceman,221.0,6.9
Krrish,20.0,6.3
Cecil B. DeMented,90.0,6.2
Killer Joe,376.0,6.7
The Joneses,144.0,6.5
Owning Mahowny,82.0,7.2
The Brothers Solomon,51.0,5.3
My Blueberry Nights,192.0,6.7
Illuminata,36.0,6.2
Swept Away,71.0,3.6
"War, Inc.",79.0,5.7
Shaolin Soccer,246.0,7.3
The Brown Bunny,115.0,5.0
The Swindle,34.0,6.6
Rosewater,129.0,6.6
The Chambermaid on the Titanic,22.0,6.8
Coriolanus,196.0,6.2
Imaginary Heroes,73.0,7.3
High Heels and Low Lifes,43.0,6.2
World's Greatest Dad,129.0,6.9
Severance,200.0,6.6
Edmond,79.0,6.3
Welcome to the Rileys,112.0,7.0
Police Academy: Mission to Moscow,17.0,3.3
Blood Done Sign My Name,20.0,6.7
"Cinco de Mayo, La Batalla",12.0,6.2
Elsa & Fred,59.0,6.5
An Alan Smithee Film: Burn Hollywood Burn,29.0,3.5
The Open Road,23.0,5.5
The Good Guy,22.0,5.9
Motherhood,43.0,4.7
Free Style,16.0,4.2
Strangerland,84.0,5.2
The Janky Promoters,4.0,5.2
Blonde Ambition,20.0,3.9
The Oxford Murders,71.0,6.1
The Reef,102.0,5.8
Eulogy,27.0,6.7
White Noise 2: The Light,62.0,5.7
You Got Served: Beat the World,5.0,4.5
Fifty Dead Men Walking,76.0,6.9
Jungle Shuffle,8.0,4.8
Adam Resurrected,75.0,6.3
Of Horses and Men,66.0,6.9
It's a Wonderful Afterlife,31.0,5.4
The Devil's Tomb,32.0,3.8
Partition,17.0,7.0
Good Intentions,4.0,5.2
"The Good, the Bad, the Weird",152.0,7.3
Nurse 3D,129.0,4.6
Gunless,15.0,6.5
Adventureland,248.0,6.8
The Lost City,52.0,6.7
Next Friday,55.0,6.1
American Heist,30.0,5.2
You Only Live Twice,130.0,6.9
Plastic,29.0,6.0
Amour,447.0,7.9
Poltergeist III,66.0,4.5
Re-Kill,18.0,5.1
"It's a Mad, Mad, Mad, Mad World",61.0,7.6
Volver,232.0,7.6
Heavy Metal,62.0,6.7
Gentlemen Broncos,106.0,6.1
Richard III,56.0,7.5
Into the Grizzly Maze,48.0,5.3
Kites,41.0,6.0
Melancholia,439.0,7.1
Red Dog,54.0,7.5
Jab Tak Hai Jaan,50.0,6.9
Alien,392.0,8.5
The Texas Chain Saw Massacre,277.0,7.5
The Runaways,259.0,6.6
Fiddler on the Roof,66.0,8.0
Thunderball,129.0,7.0
Detention,115.0,5.8
Loose Cannons,81.0,7.3
Set It Off,29.0,6.8
The Best Man,32.0,6.7
Child's Play,142.0,6.5
Sicko,263.0,8.0
The Purge: Anarchy,285.0,6.5
Down to You,64.0,4.9
Harold & Kumar Go to White Castle,150.0,7.1
The Contender,136.0,7.0
Boiler Room,132.0,7.0
Trading Places,71.0,7.5
Black Christmas,186.0,4.5
Breakin' All the Rules,39.0,5.5
Henry V,46.0,7.7
The Savages,201.0,7.2
Chasing Papi,32.0,4.8
The Way of the Gun,117.0,6.7
Igby Goes Down,136.0,7.0
PCU,15.0,6.5
The Ultimate Gift,46.0,7.4
The Ice Pirates,41.0,5.7
Gracie,65.0,6.2
Trust the Man,100.0,5.7
Hamlet 2,129.0,6.4
Velvet Goldmine,103.0,7.0
The Wailing,77.0,7.7
Glee: The 3D Concert Movie,67.0,5.4
The Legend of Suriyothai,31.0,6.6
Two Evil Eyes,76.0,6.1
Barbecue,17.0,6.1
All or Nothing,81.0,7.6
Princess Kaiulani,26.0,6.2
Opal Dream,24.0,6.6
Flame and Citron,80.0,7.3
Undiscovered,41.0,4.2
Red Riding: In the Year of Our Lord 1974,91.0,7.1
The Girl on the Train,66.0,6.0
Veronika Decides to Die,19.0,6.5
Crocodile Dundee,35.0,6.5
"Ultramarines: A Warhammer 40,000 Movie",19.0,5.7
The I Inside,33.0,6.1
Beneath Hill 60,17.0,7.1
Polisse,163.0,7.3
Awake,133.0,6.5
Skin Trade,66.0,5.7
The Lost Boys,147.0,7.2
Crazy Heart,273.0,7.3
The Rose,32.0,6.9
Baggage Claim,52.0,5.0
Barbarella,107.0,5.9
Shipwrecked,6.0,6.7
Election,175.0,7.3
The Namesake,167.0,7.6
The DUFF,132.0,6.5
Glitter,66.0,2.1
The Haunting in Connecticut 2: Ghosts of Georgia,79.0,5.3
Silmido,15.0,7.2
Bright Star,222.0,7.0
My Name Is Khan,210.0,8.0
Limbo,46.0,7.1
Namastey London,15.0,7.3
The Wind That Shakes the Barley,169.0,7.5
Yeh Jawaani Hai Deewani,25.0,6.9
Quo Vadis,54.0,7.2
Repo! The Genetic Opera,147.0,6.7
Valley of the Wolves: Iraq,16.0,6.0
Pulp Fiction,215.0,8.9
The Muppet Movie,63.0,7.7
Nightcrawler,534.0,7.9
Club Dread,66.0,5.6
The Sound of Music,119.0,8.0
Splash,43.0,6.2
Little Miss Sunshine,270.0,7.9
Stand by Me,99.0,8.1
28 Days Later...,224.0,7.6
You Got Served,58.0,3.5
Escape from Alcatraz,53.0,7.6
Brown Sugar,37.0,6.5
A Thin Line Between Love and Hate,11.0,5.6
50/50,327.0,7.7
Shutter,135.0,5.2
That Awkward Moment,164.0,6.1
Modern Problems,14.0,5.0
Kicks,6.0,7.8
Much Ado About Nothing,41.0,7.4
On Her Majesty's Secret Service,143.0,6.8
New Nightmare,109.0,6.4
Drive Me Crazy,59.0,5.7
Akeelah and the Bee,95.0,7.5
Half Baked,40.0,6.7
New in Town,121.0,5.6
American Psycho,288.0,7.6
The Good Girl,107.0,6.5
Bon Cop Bad Cop,28.0,7.0
The Boondock Saints II: All Saints Day,91.0,6.3
The City of Your Final Destination,55.0,6.4
Enough Said,231.0,7.1
Easy A,262.0,7.1
The Inkwell,7.0,6.5
Shadow of the Vampire,196.0,6.9
Prom,83.0,5.4
The Pallbearer,18.0,4.9
Held Up,11.0,5.1
Woman on Top,72.0,5.3
Howards End,51.0,7.5
Anomalisa,328.0,7.3
Another Year,248.0,7.3
8 Women,128.0,7.1
Showdown in Little Tokyo,45.0,6.0
Clay Pigeons,49.0,6.6
It's Kind of a Funny Story,163.0,7.2
Made in Dagenham,163.0,7.2
When Did You Last See Your Father?,90.0,6.9
Prefontaine,23.0,6.8
The Wicked Lady,17.0,4.0
The Secret of Kells,118.0,7.7
Begin Again,283.0,7.4
Down in the Valley,74.0,6.5
Brooklyn Rules,41.0,6.4
Restless,17.0,7.2
The Singing Detective,66.0,5.6
The Land Girls,36.0,6.3
Fido,140.0,6.8
The Wendell Baker Story,32.0,5.5
Wild Target,68.0,6.9
Pathology,79.0,6.0
10th & Wolf,26.0,6.4
Dear Wendy,100.0,6.6
Aloft,56.0,5.3
Akira,150.0,8.1
The Death and Life of Bobby Z,30.0,5.9
The Rocket: The Legend of Rocket Richard,20.0,7.7
Swelter,21.0,4.6
My Lucky Star,11.0,5.1
Imagine Me & You,85.0,6.9
Mr. Church,5.0,8.0
Swimming Pool,160.0,6.8
Green Street 3: Never Back Down,25.0,5.4
The Blood of Heroes,21.0,6.5
Code of Honor,15.0,4.2
Driving Miss Daisy,61.0,7.4
Soul Food,34.0,6.9
Rumble in the Bronx,62.0,6.7
Far from Men,102.0,7.3
Thank You for Smoking,239.0,7.6
Hostel: Part II,252.0,5.4
An Education,278.0,7.3
Shopgirl,124.0,6.4
The Hotel New Hampshire,9.0,6.0
Narc,127.0,7.2
Men with Brooms,9.0,6.0
Witless Protection,35.0,3.1
The Work and the Glory,6.0,6.9
Extract,192.0,6.2
Masked and Anonymous,51.0,5.5
Alias Betty,38.0,6.9
Code 46,133.0,6.3
Outside Bet,4.0,4.8
Albert Nobbs,222.0,6.7
Black November,6.0,5.6
Ta Ra Rum Pum,16.0,5.4
Persepolis,242.0,8.0
The Hole,147.0,5.7
The Wave,93.0,7.6
The Neon Demon,253.0,7.0
Harry Brown,224.0,7.2
The Omega Code,39.0,3.5
Juno,387.0,7.5
Pound of Flesh,36.0,5.1
Diamonds Are Forever,120.0,6.7
The Godfather,208.0,9.2
Flashdance,51.0,6.1
500 Days of Summer,331.0,7.7
The Piano,83.0,7.6
Magic Mike,324.0,6.1
Darkness Falls,140.0,4.9
Live and Let Die,136.0,6.8
My Dog Skip,79.0,7.0
"Definitely, Maybe",160.0,7.2
Jumping the Broom,52.0,5.7
"Good Night, and Good Luck.",351.0,7.5
Capote,271.0,7.4
Desperado,93.0,7.2
Logan's Run,112.0,6.8
The Man with the Golden Gun,118.0,6.8
Action Jackson,35.0,5.2
The Descent,342.0,7.2
Michael Jordan to the Max,14.0,7.5
Devil's Due,137.0,4.0
Flirting with Disaster,50.0,6.8
The Devil's Rejects,261.0,6.9
Dope,180.0,7.3
In Too Deep,28.0,6.1
House of 1000 Corpses,202.0,6.0
Alien Zone,8.0,4.1
A Serious Man,341.0,7.0
Get Low,160.0,7.1
Warlock,31.0,6.2
Beyond the Lights,71.0,6.9
A Single Man,281.0,7.6
The Last Temptation of Christ,114.0,7.6
Outside Providence,72.0,6.4
Bride & Prejudice,119.0,6.2
Rabbit-Proof Fence,74.0,7.5
Who's Your Caddy?,25.0,2.0
Split Second,39.0,6.2
The Other Side of Heaven,27.0,6.5
Veer-Zaara,29.0,7.9
Redbelt,158.0,6.8
Cyrus,223.0,6.3
A Dog of Flanders,25.0,6.3
Auto Focus,97.0,6.6
Factory Girl,117.0,6.4
We Need to Talk About Kevin,389.0,7.5
The Christmas Candle,9.0,5.8
